,text,2nd best prediction,2nd best prob,title prob,gender_name,title
109,"She is married to a medical doctor and they have four children, the youngest now deceased. Until recently she was a successful breeder of Scotch Collies and is currently an All Breeds Dog judge.",physician,0.13,0.81,female,nurse
110,"He graduated from the University of Nebraska College of Medicine. His training includes a residency program at Georgetown University Hospital. Clinical interests for Dr. Pettit include cancer, heart failure, and medical education. He is in-network for Medicare insurance. He is professionally affiliated with MedStar Washington Hospital Center. Dr. Pettit is accepting new patients.",surgeon,0.02,0.97,male,physician
111,"He practices in Dpo, Armed Forces Americas and has the professional credentials of PA-C. The NPI Number for Mr. James Clark Fulton is 1588656607 and he holds a License No. 0110003730 (Virginia).",nurse,0.14,0.83,male,physician
112,"He practices in Apo, Armed Forces Europe and has the professional credentials of MD. The NPI Number for Dr. David E Johnson is 1083690671 and he holds a License No. 01055684A (Indiana).",surgeon,0.03,0.95,male,physician
113,"Mr. Joseph Buckner Eddins Iii's NPI Number is #1285611269 and has been listed in the NPI registry for 12 years. Mr. Joseph Buckner Eddins Iii's practice location is listed as: 1061 Harmon Ave Suite Number 1D03 Fort Stewart, GA 31314-5641 and can be reached via phone at (912) 315-5629.",nurse,0.26,0.71,male,physician
114,She has served on the board of directors for the Barrie After Hours Medical Clinics and as a medical director for a long-term care facility. She has thoroughly enjoyed serving on several medical mission trips to Africa and Central America. She is a widow and has two young adult children.,nurse,0.45,0.53,female,physician
115,"She believes 70% of the aging process is preventable, and loves to share her novel synthesis of yoga, natural therapies and ways to live and age more gracefully. Her focus is primarily Integrative Medicine and Bioidentical Hormone Balancing. Dr Sara completed her Doctorate of Medicine at Harvard Medical School and residency in Obstetrics & Gyne..",nurse,0.03,0.96,female,physician
116,"In spite of that his Texas constituents have elected him to nine terms in Congress. In 1988 he ran for President as a Libertarian, defeating American Indian activist Russell Means for that party’s nomination. Some of the positions taken by this maverick from the libertarian wing of the Republican Party are as follows:",surgeon,0.25,0.43,male,physician
117,"She attended Rocky Mountain College School of Allied Health in Billings, Mont. She started her career in Casper at Wyoming Cardiopulmonary where she worked for almost four years before transitioning to nephrology.",nurse,0.26,0.72,female,physician
118,"She practices in Hoover, Alabama and has the professional credentials of MD. The NPI Number for Marla C Troughton is 1598958910 and she holds a License No. 22277 (Alabama).",nurse,0.04,0.95,female,physician
119,"She completed her Residency at Marshall University Medical School (WV) and gained more experience in a two-year fellowship at Cook County Hospital in Chicago. Elena Koles completed a special DAN! training course at Autism Research Institute. She is a member of the American Academy of The Environmental Medicine, completed the special courses in allergy and chemical sensitivity testing and treatment.",nurse,0.08,0.90,female,physician
120,"She practices in St Petersburg, Florida and has the professional credentials of MD. The NPI Number for Dr. William Armstrong Hunter Jr. is 1285721969 and she holds a License No. ME7066 (Florida).",surgeon,0.03,0.96,female,physician
121,"Dr. Hopkin graduated from the University of Nevada School of Medicine. He honors Humana HMO, Humana Bronze, and Humana Catastrophic, in addition to other insurance carriers.",nurse,0.01,0.97,male,physician
122,Her passion for clinical neurology and her interest in studying the molecular aspects underlying brain function and disease brought her to the Yepes laboratory to study the modulatory effects of tPA on the post-synaptic compartment and the role of tPA as a synaptic protector.,nurse,0.13,0.80,female,physician
123,"She practices in Anchorage, Alaska and has the professional credentials of MD. The NPI Number for Janet K Allen is 1760421077 and she holds a License No. 4598 (Alaska).",nurse,0.04,0.95,female,physician
124,"She specializes in Skeletal Dysplasias, Genetics, Genetics of Endocrin Disorders, Sex Choromosome Abnormalities, and Bone Health. Dr. Holm received her medical education from UCLA School of Medcine and completed her training at Harvard School of Public Health and Boston Children's Hospital.",surgeon,0.02,0.96,female,physician
125,"Dr. Hogan studied medicine at the University of Texas Southwestern Medical School. Patients gave him an average rating of 4.5 stars out of 5. He accepts Blue Cross/Blue Shield, Blue Cross Blue Shield Bronze, Blue Cross Blue Shield HMO, and more.",surgeon,0.03,0.96,male,physician
126,He earned his medical degree in 1996 from Harvard Medical School and completed a dual fellowship in hematology/oncology and infectious diseases at Boston Children’s Hospital and the Dana-Farber Cancer Institute. Dr. Koh is also director of pediatric hematopoietic stem cell transplantation at UT Southwestern Medical Center.,surgeon,0.18,0.82,male,physician
127,"She practices in Newark, Delaware and has the professional credentials of MD. The NPI Number for Dr. Marylou Mapes Dryer is 1508060302 and she holds a License No. A106407 (California).",dentist,0.05,0.88,female,physician
128,"He practices in Elmendorf Afb, Alaska and has the professional credentials of M.D.. The NPI Number for Dr. Matthew Frederick Raines is 1407105943 and he holds a License No. 27725 (Nebraska).",psychologist,0.14,0.82,male,physician
129,"She practices in Oxford, Mississippi and has the professional credentials of M.D.. The NPI Number for Dr. Julie Tremor Hicks is 1003024613 and she holds a License No. M11310 (Mississippi).",psychologist,0.17,0.79,female,physician
130,"As Pierce explains, next to malaria, dengue is one of the biggest reemerging infections worldwide. According to the World Health Organization, it’s now endemic in more than 100 countries worldwide, including the United States. Like malaria, once thought eradicated from North America, dengue has begun to reappear along the Texas-Mexico border.",nurse,0.10,0.86,female,physician
131,"Dr. Greenspan has first hand experience in using cannabinoid compounds to treat patients for pain, nausea, and chemo-induced weight loss. He is certified by the American Board of Internal Medicine and the American Board of Medical Oncology.",surgeon,0.02,0.97,male,physician
132,"He is affiliated with NYU Langone. Dr. Bourne is in-network for Blue Cross/Blue Shield, Empire BlueCross BlueShield, and CIGNA Plans, in addition to other insurance carriers. He graduated from St. Louis University School of Medicine and then he performed his residency at Beth Israel Medical Center.",surgeon,0.02,0.97,male,physician
133,She is a Clinical Associate Professor at the University of British Columbia (UBC) where she is the Director of the Addiction Medicine and Inter-collegial Responsibility Program for education of undergraduate medical students and residents.,nurse,0.24,0.68,female,physician
134,"Dr. Bartelt developed a laboratory mouse model of co-infection during malnutrition, and the results of his work have been published in PLOS Pathogens.",surgeon,0.07,0.83,male,physician
135,"He practices in Anchorage, Alaska and has the professional credentials of MD. The NPI Number for Marc Richard Beck is 1437101292 and he holds a License No. 6584 (Alaska).",surgeon,0.02,0.97,male,physician
136,"Her professional interests lie at the intersection of medicine and public health, with particular enthusiasm for medical communications, evidence-based medicine, and health information technology.",nurse,0.06,0.93,female,physician
137,"Dr. Mitchell's areas of expertise include the following: peripheral artery disease (PAD), aortic aneurysm repair, and endovascular surgery. He is in-network for Medicare insurance. He graduated from Georgetown University School of Medicine. His professional affiliations include G.V. (Sonny) Montgomery VA Medical Center and the University of Mississippi Medical Center (UMMC).",surgeon,0.22,0.78,male,physician
138,"She specializes in Food Allergies, Recurrent Infections, Eczema, Drug Allergies, Immunodeficiency, Immunotherapy, and Allergy Immunology. Dr. Bartnikas earned her medical education from Boston University School of Medicine and completed her training at Boston Children's Hospital.",nurse,0.02,0.97,female,physician
139,"She is founder and president of the nonprofit educational organization Living Beyond Breast Cancer, which promotes the health of all women affected by breast cancer with conferences, workshops, newsletters, and a help line. Dr. Weiss wor...",surgeon,0.20,0.75,female,physician
140,"Dr. Himmelstein specializes in clinical and interventional cardiology. He performs the diagnosis, treatment and prevention of various heart conditions for patients in the Memphis, TN area.",surgeon,0.04,0.95,male,physician
141,"He recently penned a strongly worded op-ed for ScientificAmerican.com on the differences between how some in the medical community view marijuana, and how the federal government regulates it.",surgeon,0.22,0.65,male,physician
142,"Mr. Rexford Allan Plank Jr.'s NPI Number is #1043224413 and has been listed in the NPI registry for 11 years. Mr. Rexford Allan Plank Jr.'s practice location is listed as: 126 Missouri Ave Mcxp-Ccs-Cr Fort Leonard Wood, MO 65473-8952 and can be reached via phone at (573) 596-0417.",nurse,0.25,0.72,male,physician
143,"Mr. Marino Odeng Mauro's NPI Number is #1245584101 and has been listed in the NPI registry for 5 years. Mr. Marino Odeng Mauro's practice location is listed as: 321 Gifford St Primary Care Center West Syracuse, NY 13204-3201 and can be reached via phone at (315) 703-2600.",nurse,0.25,0.72,male,physician
144,Dr. Rose Kenny is best known for her exceedingly-positive reputation among both patients and fellow medical professionals.,surgeon,0.09,0.85,female,physician
145,"He studied medicine at Washington University in St. Louis School of Medicine. His average rating from his patients is 4.0 stars out of 5. Dr. Bodenheimer takes Humana HMO, Humana Bronze, and Humana Catastrophic, as well as other insurance carriers.",surgeon,0.01,0.98,male,physician
146,"She practices in Wasilla, Alaska and has the professional credentials of MD. The NPI Number for Dr. Carmen M Sugai is 1073638649 and she holds a License No. 6379 (Alaska).",surgeon,0.02,0.97,female,physician
147,"He is professionally affiliated with Carilion Clinic. Dr. Beirne accepts Anthem, Blue Cross/Blue Shield, and Medicare insurance. After completing medical school at Virginia Commonwealth University (VCU) School of Medicine and the University of Virginia School of Medicine, he performed his residency at Chesterfield Family Medicine Residency Program.",surgeon,0.01,0.98,male,physician
148,"She practices in Brewton, Alabama and has the professional credentials of M.D.. The NPI Number for Dr. Carole C Lane is 1477501633 and she holds a License No. 00011195 (Alabama).",psychologist,0.12,0.83,female,physician
149,"He practices in Little Rock, Arkansas and has the professional credentials of MD. The NPI Number for Mike C Umerah is 1033195649 and he holds a License No. E4217 (Arkansas).",surgeon,0.02,0.97,male,physician
150,"She believes natural plant-based substances can often outperform synthetic drugs in treating medical conditions. One such condition is pediatric epilepsy. Dr. Gedde says cannibis is much safer than most prescription drugs, and enough information already exists […]",surgeon,0.05,0.93,female,physician
151,"She practices in Apo, Armed Forces Europe and has the professional credentials of MD. The NPI Number for Dr. Elizabeth G Sarnoski is 1154526929 and she holds a License No. 0101244128 (Virginia).",surgeon,0.02,0.95,female,physician
152,"Her work has been informed by psychoanalytic thought, Imago Relationship Therapy, Mindfulness, Shamanic healing and Internal Family Systems Therapy. Before becoming a mental health professional, she had a fulfilling career as a journalist and writer in Germany. She has published two books, The Gentle Self and Buddha Betrayed.",physician,0.00,1.00,female,psychologist
153,"She practices at Memorial Heights Counseling where she specializes in helping couples and families create connections that thrive. A frequent presenter on trauma and relationships, she can be found online at memorialheightscounseling.com.",nurse,0.00,1.00,female,psychologist
154,"Hoping to bring attention to “abuses of authority,” Young lists a dozen employees in the department who he alleges were threatened, adding an aide of the governor told his co-workers last year that they could lose their jobs if they didn’t give a $500 donation to Beshear’s re-election bid.",nurse,0.10,0.84,male,psychologist
155,He believes the patient is the primary driver in the course of therapy and adapts his treatment plan to best suit the patient’s needs and goals in treatment. Dr. Schmotzer’s areas of expertise include:,dentist,0.06,0.86,male,psychologist
156,"She provides problem-free therapy, which connects people with their inner resources & goes deep into the heart and unconscious mind to create powerful change. Visitwww.saramaudehypnotherapy.com. Follow her on twitter @HypnoMaude.",physician,0.00,0.99,female,psychologist
157,"She has combined her expertise in positive psychology, stress management, mind-body therapies, and spirituality to provide cutting edge services to individuals and businesses for over 15 years. Dr. Harrell is the President and co-founder of Popular Inspirations, Ltd. (www.ipopin.com) and co-creator of ipop-ins (the one minute affirmations). In addition, she writes for Positive Thinking Magazine online.",physician,0.00,1.00,female,psychologist
158,"Since 1993, Dr. Fox-Kales has been on the faculty of Northeastern University, where she teaches film, psychology and gender studies in Psychology and Cinema Studies departments. She is the author of Body Shots: Hollywood and the Culture of Eating Disorders.",nurse,0.00,1.00,female,psychologist
159,He received a BA in psychology and an MA in administrative sciences from Yale University as well as a PhD in organizational psychology from the University of Michigan.,physician,0.00,1.00,male,psychologist
160,"She is trained in the highly successful, evidenced based EMDR therapy. She specializes in using EMDR and other advanced techniques to support motivated clients as they overcome panic…",nurse,0.00,1.00,female,psychologist
161,She worked with Elana Newman as a graduate student at the University of Tulsa and currently assesses and treats military veterans for post-traumatic stress disorder.,nurse,0.00,0.99,female,psychologist
162,"She taught at the University of Illinois, Chicago starting in 1988 and retired just a few short years ago. Gloria has attended several Olympic and World Championships helping athletes with the mental game.",nurse,0.00,0.99,female,psychologist
163,"Letters from readers are welcome. While she cannot answer each individually, she may answer those of a general interest in her column. Write to Pamela Cantor, in care of The Chicago Tribune, 435 N. Michigan Ave., Chicago, Ill. 60611.",nurse,0.35,0.37,female,psychologist
164,"He states children theoretical account their behaviour based societal influences, like movies or picture games, but he states most children understand the lines between phantasy and reality.",nurse,0.00,1.00,male,psychologist
165,"With over 40 years in clinical practice, he has helped hundreds of individuals, couples and families. Dr. Heller holds the diplomate in Cognitive Behavioral Psychology from the American Board of Professional Psychology, and incorporates hypnosis and EMDR to provide clients with a wide range of tools and skills to both feel better and function more effectively.",nurse,0.00,1.00,male,psychologist
166,"She has clinical expertise in cognitive-behavioral and dialectical-behavioral psychotherapies and is particularly interested in anxiety disorders and applications of DBT to trauma-related problems. Her research interests include program development, treatment development and outcomes assessment. Her current research focuses on emotional experiencing in women with posttraumatic stress disorder, and treatment development and evaluation for early intervention after traumatic injury.",nurse,0.00,1.00,female,psychologist
167,"Merle received a Bachelor’s Degree in Communications and Rhetoric from Temple University in Philadelphia. She received her Master’s Degree in Counseling Psychology from University of Colorado and interned in the Psychiatric Division of Wardenburg Student Health Center at the University of Colorado campus in Boulder, CO. She is certified in Cognitive-Behavioral Therapy.",nurse,0.00,1.00,female,psychologist
168,"Max has also worked and published in the areas of HIV, HIV and hepatitis C co-infection among gay and bisexual men, illicit drug use, harm reduction and drug policy. He uses mixed-method research designs to examine quality of life for people living with, and being treated for blood-borne viral infections, and the impact of stigma and discrimination on health and identity.",physician,0.06,0.88,male,psychologist
169,"She is the author or editor or 16 books, including Coping with Infertility, Miscarriage, and Neonatal Death: Finding Perspective and Creating Meaning. She experienced the loss of her first child, a son, at 21 weeks gestation.",nurse,0.00,0.99,female,psychologist
170,She has some ideas about the tendency for hero-worship and then for a backlash and condemnation in Burmese culture. She finds the root of these in trauma. She will talk about about healthy and unhealthy reactions in a talk called: Splitting in Myanmar’s Psyche: Intergenerational and Collective Trauma.,nurse,0.00,1.00,female,psychologist
171,"He does not believe in using mathematical algorithms to match people because, he says, only seven percent of people tell the truth when describing themselves.",surgeon,0.00,0.99,male,psychologist
172,"She runs self-care and training groups using Transformative Mindfulness and Dru Yoga, offering people simple ways to care for and transform their own lives, and the lives of people they live and work with.",nurse,0.07,0.92,female,psychologist
173,"Esther works with individuals and couples. Together with Jennifer Mann, she also runs the “Navidaters.” She can be reached at mindbiz44@aol.com or 516-314-2295.",nurse,0.02,0.98,female,psychologist
174,His clinical emphasis has been in individual and couples psychotherapy. He also provides psychological treatment and assessment for patients dealing with fertility issues. In addition he supervises clinical and counseling doctoral and post-doctoral student’s.,nurse,0.00,1.00,male,psychologist
175,Her warm and engaging approach puts children at ease straight away and her methods include working with parents and support structures to deliver effective outcomes in social and emotional development. Katherine also works in the hectic environment of Primary Schools.,nurse,0.01,0.98,female,psychologist
176,"Presently she is working as a student Counsellor and training faculty in Royal College of Engineering &Technology ,Thrissur . Mrs. Beena Dharman is the Director of Life Guide Counselling and Training Centre, Thrissur.",nurse,0.00,1.00,female,psychologist
177,As a therapist she started out with a degree in Expressive Therapy and then went on to obtain her doctorate in Clinical Psychology. Her particular interest is in working with children and adolescents.,nurse,0.00,1.00,female,psychologist
178,"For eight years he was Directory of Home Hospice of Sonoma Country and has served on many nonprofit boards including the Sonoma Land Trust, the San Francisco Zen Center, the California AIDS Task force and Northern California Association of Marriage Family Therapists. Bruce has lead workshops and retreats in psychology and mediation throughout the Bay Area. He is a husband and a father.",nurse,0.00,1.00,male,psychologist
179,"Working with elders in assisted living and skilled nursing settings, she provides her patients with psychotherapy to address a variety of challenges including adjusting to new living situations, medical conditions, disabilities, family communications, and concerns about aging and death. Treatment approaches include cognitive behavioral therapy, stress management and meditation, dignity therapy, and psychological evaluations.",nurse,0.00,1.00,female,psychologist
180,"She is on the clinical faculty of the University of California Medical School at Irvine, and was formerly the president of the Association for Transpersonal Psychology and the Association for Humanistic Psychology.",dentist,0.00,1.00,female,psychologist
181,"She has been leading groups and counseling adults, adolescents and children for 22 years. Sharon has worked extensively in both the Askekanzi and Persian Orthodox communities and has counseled agunot in her practice. She received post graduate training at The Post Graduate Center for Psychoanalysis and Psychotherapy in New York and holds a certificate in Adult Psychoanalytic Psychotherapy from The Psychoanalytic Center of California.",nurse,0.00,1.00,female,psychologist
182,"Dr Grayson has been specializing in the treatment of obsessive compulsive disorder (OCD) for more than 35 years and is a nationally recognized expert and author of Freedom from Obsessive Compulsive Disorder: a Personalized Recovery Program for Living with Uncertainty, a self-help guide for sufferers.",physician,0.00,1.00,male,psychologist
183,"After experiencing the growth and freedom in his own therapy, he went back to school to get his Masters in Couple and Family Therapy from Alliant International University, Irvine to be able to help others as he had been helped. He loves all things Thomas Merton, Enneagram, and considers himself a Twin Peaks aficionado.",physician,0.00,1.00,male,psychologist
184,"She obtained her undergraduate degree from St. Mary’s University in Winona, Minnesota and her master’s degree from MCP Hahnemann University in Philadelphia. She received her PhD in clinical psychology from Drexel University in Philadelphia. She completed both her internship and fellowship at the University of Wisconsin - Madison.",physician,0.00,1.00,female,psychologist
185,"In addition to his work at the Primal Center of California, which he co-founded in 1979, Stephen teaches psychology part-time at Napa Valley College and is a consultant in marriage and family therapy. Stephen received his doctorate in psychology from the Saybrook Institute in San Francisco for his research on primal therapy.",nurse,0.00,1.00,male,psychologist
186,She provides consultation/liaison services to the Division of Endocrinology. Dr. Yardley also provides psychological services in the Diabetes Comprehensive Care Clinic and outpatient therapy for youth with diabetes and other endocrine disorders. Her research focuses on improving adherence in youth with type 1 diabetes.,physician,0.00,0.99,female,psychologist
187,"She is a senior member of the British Psychotherapy Foundation and is registered with the British Psychoanalytic Council ( BCP). She works as a supervisor at WPF Therapy and has been working in private practice, with adults with a range of emotional difficulties, for over thirty years.",nurse,0.00,1.00,female,psychologist
188,"Stacy has a private practice at Stapleford Medical Clinic. She provides services to children, adolescents, adults, families and couples. Her areas of practice include anxiety, depression, stress management, trauma, self-esteem, relationship difficulties, grief/loss, postpartum depression, chronic pain, health anxiety, and workplace issues. She also offers cognitive, psycho-educational, behavior and diagnostic assessments.",nurse,0.00,1.00,female,psychologist
189,"She is also an adjunct Professor at St Edward’s University. She is also conducting research on the effectiveness of Equine Assisted Psychotherapy for the treatment of OIF/OEF Veterans with PTSD (Operation Enduring Freedom (OEF), Operation Iraqi Freedom (OIF)).",nurse,0.00,1.00,female,psychologist
190,"She received her B.A. in psychology from Baylor University, her M.S. in Rehabilitation Counseling from UT Southwestern Medical Center, and her doctorate in school psychology from the University of Texas at Austin.",nurse,0.00,1.00,female,psychologist
191,"Author of Believe, The Fine Art of Setting Yourself Free, her passion around writing has been around her ability to express the feelings of her soul. Her experience across the globe and integration in different cultures has expanded her mind and soul in spreading the love and message around living a happy life. Check out her story http://www.shadyakarawiname.com/",nurse,0.05,0.91,female,psychologist
192,"He’s also the founder of the top ranked Selling The Couch podcast, which helps aspiring and current private practitioners build successful practices, create multiple income streams, and build a business focused on family and self care. In 2015, he founded The Healthcasters, the #1 community for health, wellness, and fitness podcasters.",nurse,0.13,0.80,male,psychologist
193,"She has remained in Houston ever since, largely because of the thriving arts community and accessibility to year-round outdoor swimming. Dr. Winer also incorporates film in her work with a weekly group called Reel Therapy.",dentist,0.02,0.94,female,psychologist
194,"She provides psychotherapy services for children, adolescents and adults with anxiety or depression. Margaret is trained in Eye Movement Desensitization and Reprocessing (EMDR) and Thought Field Therapy (TFT), the precursor to Emotional Freedom Technique, among other specialized techniques. She is qualified to do psychological testing. She has been in private psychological practice in Illinois and Missouri since 1992.",nurse,0.00,1.00,female,psychologist
195,He is the ultimate transformer who can transform pigments of colors into beautiful paintings or even transform a 2mm graphite stick into a beautiful drawing that one cannot imagine. In many ways an Artist is truly a creator.,surgeon,0.26,0.64,male,psychologist
196,He has practiced since the 1960s and is licensed in Arizona and California. Komm received his doctorate in psychology from the University of San Francisco in 1978.,dentist,0.00,1.00,male,psychologist
197,"He has been working with individuals, couples and families for over 20 years. He has searched for gold in Alaska (didn’t find any), authored four books, traveled the world on business, fathered four kids and done a few other things. In other words, he has lived.",physician,0.00,1.00,male,psychologist
198,He runs a therapy program for children and families with attention and learning problems. Dr. Rothenberg writes a regular column on sibling relationships for the Learning Disabilities Association of Massachusetts newsletter.,dentist,0.00,1.00,male,psychologist
199,"Dr. Diacogiannis has extensive experience and expertise in Cognitive-Behavioral Therapies (CBT), including Dialectical Behavior Therapy (DBT), and is Board Certified in Behavioral and Cognitive Psychology from the American Board of Professional Psychology (ABPP). Dr. Diacogiannis is a graduate of the University of Hartford where she earned […]",nurse,0.00,1.00,female,psychologist
200,"Later he became one of the most famous defenders of the right to education in Africa. Mr. Sow headed the African Network Campaign on Education for All (ANCEFA) for ten years where he organised and supported several campaigns for literacy for youth and adults with UNESCO, the Global Campaign for Education (GCE) and the International Council for Adult Education (ICAE).",physician,0.01,0.97,male,psychologist
201,"She has evaluated interventions, provided technical assistance, and developed targeted screening tools directed at preventing workplace prescription drug and other substance abuse.",nurse,0.04,0.94,female,psychologist
202,"Dr. Fleischman specializes in research, assessment, and treatment of children and adolescents with acute and chronic medical conditions, with a particular focus on pain. Currently, she is conducting research, teaching and providing consultation, psychotherapy, and biofeedback to youth with migraines, headaches, and post concussive syndrome. Dr. Fleischman has presented on the topic of pediatric pain, migraine, and headache at numerous institutions and conferences.",physician,0.00,1.00,female,psychologist
203,"She has worked as a therapist in the private sector in Greece and France for over 12 years. Currently, through The MapleTree Center DMCC in Dubai JLT, she offers individual counseling, psychotherapy and psychological support services for adults, adolescents, families and couples. Her services are offered in English, French and Greek in person in Dubai JLT and online (via Skype).",nurse,0.00,1.00,female,psychologist
204,She earned her master’s degree from Barry University and her doctoral degree from Florida State University. Dr. Franco brings awareness of multiculturalism and diversity to her work. Her areas of expertise include:,physician,0.00,0.99,female,psychologist
205,"She has experience and training with adults who experience anxiety, depression, grief and loss, self-esteem and self-development, life transition and adjustment issues, religious issues, relationship difficulties, drug and alcohol issues, work and study stress, and bullying. Noor uses a person-centered approach to create a warm and empathetic environment to explore the issues that clients are facing.",nurse,0.00,1.00,female,psychologist
206,"She earned her doctorate in clinical psychology at the University of Denver. Cindy is the president and founder of Spark Inspiration through which she provides counseling, training, and consultation services. She specializes in individual and systemic transformation from a holistic wellness perspective.",nurse,0.00,1.00,female,psychologist
207,"She obtained her PhD in 2001 from the University of Surrey and since then she has researched and lectured both in the UK (Universities of Bath, Bedfordshire, Hertfordshire, Roehampton) and overseas (University of Crete). Since 2007 she has been a Lecturer in Health Psychology at King’s College London.",dentist,0.00,1.00,female,psychologist
208,She has extensive experience of working within the prison system with people who have been sentenced for the most serious crimes including murder. She has successfully delivered the healthy relationships programme to prisoners and continues her academic studies into forensic psychology.,nurse,0.00,1.00,female,psychologist
209,Carryn completed a doctorate degree at the University of Wollongong in 2008 where she examined the self-harm behaviours of people presenting to emergency departments across the United Kingdom. She has since worked in acute in-patient psychiatry and medical (liaison) psychiatry at Prince of Wales Hospital as well as private practice and community treatment settings.,nurse,0.08,0.83,female,psychologist
210,"Judelman works in a variety of media ranging from acrylic, enamel, traditional oil paint on canvas, perspex, resin, and found objects to create her sculptures, as specific themes and ideas surrounding her pieces dictate the choice of medium for her projects.",nurse,0.15,0.77,female,psychologist
211,"She has devoted her entire career to providing psychological therapy to children and young people in rural and regional Australia. Bethany is currently in private practice at Shrinkwrap Psychology in Kadina on the Yorke Peninsula in South Australia. She is also a farmer, a hockey coach, an Apexian, a mother of 2, a step-mother of 3 and a grandmother of 6.",nurse,0.00,1.00,female,psychologist
212,"in Family Therapy from London University. She is one of the forerunners of on-line face-to-face family and family business counselling. Individuals, couples, families and family businesses consult her to overcome their difficulties. She speaks fluent English and Turkish.",nurse,0.00,1.00,female,psychologist
213,"Her research explores the myriad facets of the pursuit happiness and well-being. In her previous life, she has worked with Unilever in marketing and sales, in Singapore and India, across home and personal care.",nurse,0.01,0.97,female,psychologist
214,"Her professional interests are related to evidence based interventions addressed to adolescents and adults, offered individually, mainly focused on: (1) the assessment and treatment of: a) anxiety disorders, b) mood disorders, c) psychological problems associated with somatic disorders; (2) psychological counseling (e.g. stress management), (3) promotion of individual health (e.g. rational-emotive and cognitive behavioral education) through cognitive behavioral techniques.",physician,0.00,1.00,female,psychologist
215,"She did her M.S.C from B.Z.U, A.D.C.P from sargodha uni and NLP, Hypnosis from G.C university. Now a day she is doing practice in ALFATHA clinic and SERVICES hospital. Her research includes psychotic, neurotic, drug users and HIV Patients.",nurse,0.00,1.00,female,psychologist
216,She deeply enjoys conversations about the intersection of faith and psychology and thinks that with all its flaws the church is a place of great hope and must continue to show the world about the grace and unconditional love of Christ.,nurse,0.00,1.00,female,psychologist
217,He has trained and worked in the Psychology Department at BC’s Children’s Hospital. He is a professional advisor to Choice School for Gifted Children and a Clinical Associate of the Simon Fraser University Clinical Psychology Centre. He specializes in assessing and developing treatments plans for children and adults whose difficulties may have a neurological basis.,nurse,0.00,1.00,male,psychologist
218,"She also facilitates mental health workshops for educational, professional, and community groups and maintains a blog on her website www.drsonyalott.com.",physician,0.01,0.98,female,psychologist
219,"She specializes in helping teams understand when they are delivering on their design vision, or what is blocking players from getting to that vision. Currently, she works at Microsoft Studios User Research.",nurse,0.00,0.99,female,psychologist
220,She is Managing Director and Scientific Coordinator of the Center for a Sustainable University (KNU). From 2007 to 2013 she worked at the Department of Personality and Psychological Assessment of the Universität Bamberg.,nurse,0.00,1.00,female,psychologist
221,"For reviews of her book see Cindy's website: www.harrythehappycaterpillar.com. To purchase the book, follow the link: http://www.amazon.com/Harry-Happy-Caterpillar-Grows-Children/dp/0882823167/ref=sr_1_1?ie=UTF8&s=books&qid=1277768061&sr=1-1",physician,0.07,0.85,female,psychologist
222,"She was born in Ecuador and came to Spain for graduate education in University of Barcelona. Currently, her research is focused on the assessment and treatment of anxiety and depressive patients from primary care settings. Specifically, her objective is to understand patient’s subjective experience of their symptomatology and possible features that might impede their change through psychotherapy.",nurse,0.00,1.00,female,psychologist
223,"The paradigm to educate children with special requirements is derived from his theory on children development. This paper mainly discusses Lev Vygotsky’s views on disabled children and how to educate them, his standard on measure of mental block education and some relevant issues.",physician,0.00,1.00,male,psychologist
224,"Jim has published articles about attentiveness to power in supervision; evoking the “insider knowledge” of those who have lived through problems; and about the impact on clients’ identity of creating multi-layered conversations with therapeutic “reflecting teams.” For many years he has worked with the ways lives are shaped by personal, familial and cultural stories.",nurse,0.00,1.00,male,psychologist
225,"She offers a process of body-centered therapy that includes transformational breath work, Hendricks Institute conscious living practices and the movement of energy as taught in the SOPHIA program of the Traditional Acupuncture Institute in Columbia, Maryland.",physician,0.10,0.80,female,psychologist
226,"He has many years of experience in assisting people who feel that they are falling behind in various areas of their lives, and is skilled in the use of therapeutic tools such as hypnosis, EMDR, CBT and Schema Therapy.",nurse,0.00,1.00,male,psychologist
227,"She has tried most of the aforementioned date night ideas. She blogs on Dr. Psych Mom, The Huffington Post, JDate, and Pattiknows.com. She has also been featured on Scary Mommy. For more hottt marriage tips, like her on Facebook, and tweet to her @DrPsychMom.",nurse,0.00,1.00,female,psychologist
228,"She is an associate lecturer at Birkbeck, University of London and has also taught at the University of Minnesota and the University of Westminster. As a young woman she was a member of a political cult, an experience she described in her first book, Inside Out.",nurse,0.00,0.99,female,psychologist
229,"She offers insight, support and practical tools to help clients address a broad range of substance abuse and behavioral addiction issues. Dr. Lehman uses a variety of modalities to treat addiction, including Cognitive Behavioral Therapy (CBT), Eye Movement Desensitization and Reprocessing Therapy (EMDR), Feeling State Addiction Protocol (FSAP), Image Transformation Therapy (ImTT) and Solution Focused Therapy.",physician,0.00,1.00,female,psychologist
230,"She specializes in serving young people living with acute and chronic medical conditions, stress, and related emotional, behavioral, and developmental disorders.",nurse,0.01,0.99,female,psychologist
231,"He is a renowned speaker and the author of best selling books including Tricky Kids, Tricky People and Life- A Guide. He is a Fellow of the Department of Psychiatry and the Department of Learning and Educational Development at the University of Melbourne.",nurse,0.00,1.00,male,psychologist
