xai,model,contrastive,class,words,top5POS
gi,gpt2-large,False,nurse,"['.', 'than', 'experiences', 'in', 'NURSE']","['PUNCT', 'SCONJ', 'NOUN', 'ADP', 'PROPN']"
gi,gpt2-large,False,dentist,"['.', 'Dentures', 'Dental', 'Dental', 'Dental']","['PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,surgeon,"['his', 'are', 'But', 'Myers', 'bending']","['PRON', 'AUX', 'CCONJ', 'PROPN', 'VERB']"
gi,gpt2-large,False,psychologist,"['Ellen', 'children', 'Psychological', 'therapist', 'play']","['PROPN', 'NOUN', 'PROPN', 'NOUN', 'NOUN']"
gi,gpt2-large,False,nurse,"['worked', 'as', 'an', 'her', 'She']","['VERB', 'ADP', 'DET', 'PRON', 'PRON']"
gi,gpt2-large,False,psychologist,"['explores', 'being', ',', 'research', 'Her']","['VERB', 'NOUN', 'PUNCT', 'NOUN', 'PRON']"
gi,gpt2-large,False,surgeon,"['Latvian', 'graduated', 'Postraduate', 'in', 'Education']","['PROPN', 'VERB', 'PROPN', 'ADP', 'PROPN']"
gi,gpt2-large,False,dentist,"['Dr.', 'Dentistry', 'Dental', 'treatment', 'laser']","['PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN']"
gi,gpt2-large,False,nurse,"['.', 'PRACTITIONER', 'experiences', 'in', 'NURSE']","['PUNCT', 'PROPN', 'NOUN', 'ADP', 'PROPN']"
gi,gpt2-large,False,surgeon,"['colorectal', '.', 'Colorectal', 'General', 'trained']","['ADJ', 'PUNCT', 'PROPN', 'PROPN', 'VERB']"
gi,gpt2-large,False,dentist,"['website.&nbsp;</p', 'teeth', 'Dental', 'Toomey', 'P.']","['NOUN', 'NOUN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,physician,"['Dr.', 'cataracts', 'ratings', 'provider', 'Ahmed']","['PROPN', 'NOUN', 'NOUN', 'NOUN', 'PROPN']"
gi,gpt2-large,False,psychologist,"['psychological', 'counseling', 'interests', 'psychological', 'Her']","['ADJ', 'NOUN', 'NOUN', 'ADJ', 'PRON']"
gi,gpt2-large,False,dentist,"['Dr.', 'Dental', 'BDS', 'Dr', 'Dentist']","['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,surgeon,"['her', 'graft', 'Martha', 'ACL', 'MD']","['PRON', 'NOUN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,nurse,"['career', ',', '.', 'BRC', 'nurse']","['NOUN', 'PUNCT', 'PUNCT', 'PROPN', 'NOUN']"
gi,gpt2-large,False,psychologist,"['counselling', 'experiences', 'identifies', 'ally', 'She']","['NOUN', 'NOUN', 'VERB', 'NOUN', 'PRON']"
gi,gpt2-large,False,dentist,"['patients', 'helped', 'her', 'Dr.', 'She']","['NOUN', 'VERB', 'PRON', 'PROPN', 'PRON']"
gi,gpt2-large,False,psychologist,"['her', 'Hypnosis', 'practice', 'SERVICES', 'did']","['PRON', 'PROPN', 'NOUN', 'PROPN', 'VERB']"
gi,gpt2-large,False,nurse,"['Margaret', 'M', 'NPI', 'Ms.', 'Ms.']","['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,surgeon,"['A', 'Sciences', 'orthopedic', 'surgery', 'medicine']","['DET', 'PROPN', 'ADJ', 'NOUN', 'NOUN']"
gi,gpt2-large,False,dentist,"['Angelo', 'Dental', 'Faculty', 'John', 'Dental']","['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,surgeon,"['certified', 'surgical', 'Paramo', 'general', 'Board']","['VERB', 'ADJ', 'PROPN', 'ADJ', 'PROPN']"
gi,gpt2-large,False,dentist,"['affiliated', 'His', 'Dentistry', 'General', 'experience']","['VERB', 'PRON', 'PROPN', 'PROPN', 'NOUN']"
gi,gpt2-large,False,dentist,"['Tooth', '.', 'BDS', 'Dental', 'Dentures']","['PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,surgeon,"['performs', 'hernia', 'gastroesophageal', 'skills', 'cancer']","['VERB', 'NOUN', 'NOUN', 'NOUN', 'NOUN']"
gi,gpt2-large,False,psychologist,"['especially', ',', 'specialists', 'PSYCHOLOGIST', 'She']","['ADV', 'PUNCT', 'NOUN', 'NOUN', 'PRON']"
gi,gpt2-large,False,surgeon,"['been', 'Center', 'for', 'practice', 'Pain']","['VERB', 'PROPN', 'ADP', 'NOUN', 'PROPN']"
gi,gpt2-large,False,nurse,"['advises', 'PRACTITIONER', ',', 'in', 'NURSE']","['VERB', 'NOUN', 'PUNCT', 'ADP', 'PROPN']"
gi,gpt2-large,False,surgeon,"['.', 'for', 'He', 'Orthopaedic', '.']","['PUNCT', 'ADP', 'PRON', 'PROPN', 'PUNCT']"
gi,gpt2-large,False,nurse,"['clinics', 'Specialists', 'Health', 'Center', 'Health']","['NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,psychologist,"['all', 'church', 'grace', 'deeply', 'She']","['DET', 'NOUN', 'NOUN', 'ADV', 'PRON']"
gi,gpt2-large,False,psychologist,"['Department', 'He', 'advisor', 'University', 'Clinical']","['PROPN', 'PRON', 'NOUN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,surgeon,"['and', 'at', 'from', 'He', '...']","['CCONJ', 'ADP', 'ADP', 'PRON', 'PUNCT']"
gi,gpt2-large,False,psychologist,"['Concordia', 'psychological', 'anxiety', 'her', 'She']","['PROPN', 'ADJ', 'NOUN', 'PRON', 'PRON']"
gi,gpt2-large,False,surgeon,"['neural', 'stem', 'Neuroscience', 'epigenetic', 'neurosurgical']","['ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ']"
gi,gpt2-large,False,psychologist,"['has', 'Clinical', 'psychology', 'Colony', 'Book']","['AUX', 'PROPN', 'NOUN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,physician,"['Columbia', 'Responsibility', 'Addiction', 'Professor', 'Clinical']","['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,nurse,"['Her', 'nursing', 'specialty', 'Staff', 'primary']","['PRON', 'NOUN', 'NOUN', 'PROPN', 'ADJ']"
gi,gpt2-large,False,physician,"['root', 'medical', 'western', 'marries', 'medicine']","['NOUN', 'ADJ', 'ADJ', 'VERB', 'NOUN']"
gi,gpt2-large,False,nurse,"['Writers', 'U.S.', ',', 'attended', 'nurse']","['PROPN', 'PROPN', 'PUNCT', 'VERB', 'NOUN']"
gi,gpt2-large,False,physician,"['California', 'School', 'Anthem', 'Medicine', 'urologic']","['PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADJ']"
gi,gpt2-large,False,psychologist,"['workshops', 'also', 'mental', 'www.drsonyalott.com', 'She']","['NOUN', 'ADV', 'ADJ', 'X', 'PRON']"
gi,gpt2-large,False,physician,"['He', 'expertise', 'TRICARE', 'medicine', 'gynecological']","['PRON', 'NOUN', 'NOUN', 'NOUN', 'ADJ']"
gi,gpt2-large,False,physician,"['Physician', 'She', 'Physician', 'Physician', 'Dermatology']","['PROPN', 'PRON', 'PROPN', 'PROPN', 'NOUN']"
gi,gpt2-large,False,dentist,"['specialties', 'He', 'affiliated', 'Dentistry', 'Dr.']","['NOUN', 'PRON', 'VERB', 'PROPN', 'PROPN']"
gi,gpt2-large,False,psychologist,"['worked', 'Universität', 'Managing', 'Psychological', 'is']","['VERB', 'PROPN', 'PROPN', 'PROPN', 'AUX']"
gi,gpt2-large,False,dentist,"['.', 'Dental', 'graduated', '(', 'She']","['PUNCT', 'PROPN', 'VERB', 'PUNCT', 'PRON']"
gi,gpt2-large,False,nurse,"['diverse', 'experiences', 'PRACTITIONER', 'in', 'NURSE']","['ADJ', 'NOUN', 'NOUN', 'ADP', 'PROPN']"
gi,gpt2-large,False,dentist,"['from', 'Dr.', 'Dental', 'P.', '.']","['ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']"
gi,gpt2-large,False,dentist,"['.', 'Chowdhry', 'dental', 'practices', 'Dental']","['PUNCT', 'PROPN', 'ADJ', 'NOUN', 'PROPN']"
gi,gpt2-large,False,nurse,"['Call', 'in', 'NURSE', 'PRACTITIONER', 'She']","['VERB', 'ADP', 'PROPN', 'NOUN', 'PRON']"
gi,gpt2-large,False,psychologist,"['medical', 'emotional', 'specializes', 'She', 'conditions']","['ADJ', 'ADJ', 'VERB', 'PRON', 'NOUN']"
gi,gpt2-large,False,nurse,"['than', 'PRACTITIONER', '.', 'in', 'NURSE']","['SCONJ', 'PROPN', 'PUNCT', 'ADP', 'PROPN']"
gi,gpt2-large,False,surgeon,"['first', 'and', 'sciatica', 'laminoplasty', 'Heller']","['ADJ', 'CCONJ', 'PROPN', 'NOUN', 'PROPN']"
gi,gpt2-large,False,dentist,"['Delhi', 'book', 'Dr.', 'instant', 'Dental']","['PROPN', 'VERB', 'PROPN', 'ADJ', 'PROPN']"
gi,gpt2-large,False,surgeon,"['Spine', 'practices', 'at', 'Girardeau', 'Park']","['PROPN', 'VERB', 'ADP', 'PROPN', 'PROPN']"
gi,gpt2-large,False,physician,"['overhead', '’s', 'Medicare', 'recently', 'insurance']","['ADJ', 'NOUN', 'PROPN', 'ADV', 'NOUN']"
gi,gpt2-large,False,psychologist,"['fields', 'Psychology', 'doctorate', 'advisor', 'Vocational']","['NOUN', 'PROPN', 'NOUN', 'NOUN', 'ADJ']"
gi,gpt2-large,False,nurse,"['a', 'and', 'Bracy', 'she', 'says']","['DET', 'CCONJ', 'PROPN', 'PRON', 'VERB']"
gi,gpt2-large,False,psychologist,"['in', 'PSYCHOLOGIST', 'Jaime', 'specialists', 'He']","['ADP', 'NOUN', 'PROPN', 'NOUN', 'PRON']"
gi,gpt2-large,False,nurse,"['General', '.', 'Clinical', 'General', 'Hung']","['PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,surgeon,"['1977', 'and', 'Medicine', 'Orthopaedic', 'training']","['NUM', 'CCONJ', 'PROPN', 'PROPN', 'NOUN']"
gi,gpt2-large,False,nurse,"['Rod', 'than', '.', 'in', 'diverse']","['PROPN', 'SCONJ', 'PUNCT', 'ADP', 'ADJ']"
gi,gpt2-large,False,physician,"['in', 'Dr.', 'M.D', 'License', 'She']","['ADP', 'PROPN', 'PROPN', 'PROPN', 'PRON']"
gi,gpt2-large,False,physician,"['professional', 'Northwestern', 'School', 'care', 'Aetna']","['ADJ', 'PROPN', 'PROPN', 'NOUN', 'PROPN']"
gi,gpt2-large,False,physician,"['hospital', 'affiliations', 'honors', 'Anthem', 'Jeyanandarajan']","['NOUN', 'NOUN', 'VERB', 'PROPN', 'PROPN']"
gi,gpt2-large,False,surgeon,"['After', 'issued', 'arrest', 'police', 'Hunter']","['ADP', 'VERB', 'NOUN', 'NOUN', 'NOUN']"
gi,gpt2-large,False,dentist,"['BDS', 'doctor', 'Dental', 'practices', 'Dentures']","['PROPN', 'NOUN', 'PROPN', 'VERB', 'PROPN']"
gi,gpt2-large,False,psychologist,"['phone', 'drjordan@cox.net', 'orwww.focusonrelationship.com', 'www.richardjordan.net', 'His']","['NOUN', 'NOUN', 'NOUN', 'NOUN', 'PRON']"
gi,gpt2-large,False,physician,"['bachelor', 'biology', 'She', 'her', 'received']","['NOUN', 'NOUN', 'PRON', 'PRON', 'VERB']"
gi,gpt2-large,False,physician,"['Osteopathic', 'Osteopathic', 'esophageal', 'Dabrow', 'attended']","['PROPN', 'PROPN', 'ADJ', 'PROPN', 'VERB']"
gi,gpt2-large,False,psychologist,"['She', 'research', 'focused', 'psychotherapy', 'treatment']","['PRON', 'NOUN', 'VERB', 'NOUN', 'NOUN']"
gi,gpt2-large,False,dentist,"['Dental', 'Manila', 'Manila', 'Dental', 'Dental']","['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,nurse,"['advises', 'in', 'She', 'experiences', 'PRACTITIONER']","['VERB', 'ADP', 'PRON', 'NOUN', 'PROPN']"
gi,gpt2-large,False,nurse,"['Missouri', 'certified', 'Master', 'her', 'Nursing']","['PROPN', 'VERB', 'PROPN', 'PRON', 'PROPN']"
gi,gpt2-large,False,psychologist,"['society', 'His', 'director', 'Counseling', 'He']","['NOUN', 'PRON', 'NOUN', 'PROPN', 'PRON']"
gi,gpt2-large,False,nurse,"['experiences', '..', 'advises', 'in', 'NURSE']","['NOUN', 'PUNCT', 'VERB', 'ADP', 'PROPN']"
gi,gpt2-large,False,dentist,"['practicing', 'Dentist', 'Dr.', 'BDS', 'She']","['VERB', 'PROPN', 'PROPN', 'PROPN', 'PRON']"
gi,gpt2-large,False,dentist,"['book', 'instant', 'Dr.', 'Dentist', 'Dental']","['VERB', 'ADJ', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,nurse,"['’s', 'Although', 'Family', 'hurricane', 'Onboard']","['PART', 'SCONJ', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,nurse,"['duty', 'field', 'nurses', 'Cathay', 'wounded']","['NOUN', 'NOUN', 'NOUN', 'PROPN', 'ADJ']"
gi,gpt2-large,False,nurse,"['missions', 'duties', 'nursing', 'trustees', 'Julie']","['NOUN', 'NOUN', 'NOUN', 'NOUN', 'PROPN']"
gi,gpt2-large,False,dentist,"['.', 'Dentures', 'Dental', 'practices', 'Dental']","['PUNCT', 'PROPN', 'PROPN', 'NOUN', 'PROPN']"
gi,gpt2-large,False,psychologist,"['Psychology', 'Clinical', 'Psychologist', 'Psychology', 'Katie']","['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,nurse,"[""'s"", 'NPI', 'Margaret', 'Cone', 'Mrs.']","['PART', 'PROPN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,dentist,"['BDS', 'book', 'Dr.', 'Dentist', 'dental']","['PROPN', 'VERB', 'PROPN', 'PROPN', 'ADJ']"
gi,gpt2-large,False,physician,"[',', 'conditions', 'performs', 'prevention', 'treatment']","['PUNCT', 'NOUN', 'VERB', 'NOUN', 'NOUN']"
gi,gpt2-large,False,dentist,"['instant', 'Dr.', 'Dentist', 'Dentist', 'Dental']","['ADJ', 'PROPN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,surgeon,"['completed', '25', 'Orthopaedic', 'Baroda', 'Advanced']","['VERB', 'NUM', 'ADJ', 'PROPN', 'ADJ']"
gi,gpt2-large,False,nurse,"['.', 'in', 'in', 'advises', 'NURSE']","['PUNCT', 'ADP', 'ADP', 'VERB', 'PROPN']"
gi,gpt2-large,False,psychologist,"['mental', 'requirements', 'development', 'mainly', 'children']","['ADJ', 'NOUN', 'NOUN', 'ADV', 'NOUN']"
gi,gpt2-large,False,psychologist,"['cultural', 'to', 'For', 'of', 'reflecting']","['ADJ', 'ADP', 'ADP', 'ADP', 'VERB']"
gi,gpt2-large,False,surgeon,"['skills', 'Kurylo', 'his', 'procedures', '’s']","['NOUN', 'PROPN', 'PRON', 'NOUN', 'PART']"
gi,gpt2-large,False,nurse,"['.', 'than', 'She', 'NURSE', 'in']","['PUNCT', 'SCONJ', 'PRON', 'PROPN', 'ADP']"
gi,gpt2-large,False,nurse,"['has', 'Drug', 'Addiction', 'Nurse', 'Nurse']","['AUX', 'PROPN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,psychologist,"['energy', 'Institute', 'Institute', 'taught', 'process']","['NOUN', 'PROPN', 'PROPN', 'VERB', 'NOUN']"
gi,gpt2-large,False,dentist,"['.', 'practices', 'Dental', 'Gupta', 'Dental']","['PUNCT', 'NOUN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,dentist,"['.', 'Dental', 'Dr.', 'Dental', 'appointment']","['PUNCT', 'PROPN', 'PROPN', 'PROPN', 'NOUN']"
gi,gpt2-large,False,psychologist,"['skilled', 'use', 'tools', 'experience', 'EMDR']","['ADJ', 'NOUN', 'NOUN', 'NOUN', 'PROPN']"
gi,gpt2-large,False,nurse,"['is', 'Saki', 'Ogasawara', '...', 'Saki']","['AUX', 'PROPN', 'PROPN', 'PUNCT', 'PROPN']"
gi,gpt2-large,False,nurse,"['experiences', 'than', '.', 'in', 'NURSE']","['NOUN', 'SCONJ', 'PUNCT', 'ADP', 'PROPN']"
gi,gpt2-large,False,nurse,"['804', 'especially', 'in', ',', 'She']","['NUM', 'ADV', 'ADP', 'PUNCT', 'PRON']"
gi,gpt2-large,False,psychologist,"['tried', 'aforementioned', 'marriage', '@DrPsychMom', 'Mom']","['VERB', 'ADJ', 'NOUN', 'NOUN', 'PROPN']"
gi,gpt2-large,False,nurse,"['trial', 'experience', 'has', 'trial', 'nursing']","['NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN']"
gi,gpt2-large,False,psychologist,"['lecturer', 'book', 'Inside', 'Out', 'political']","['NOUN', 'NOUN', 'ADP', 'PROPN', 'ADJ']"
gi,gpt2-large,False,psychologist,"['experience', 'Justice', 'He', 'Organizational', 'graduate']","['NOUN', 'PROPN', 'PRON', 'PROPN', 'NOUN']"
gi,gpt2-large,False,psychologist,"['Eye', 'CBT', 'addiction', 'Therapy', 'offers']","['PROPN', 'PROPN', 'NOUN', 'PROPN', 'VERB']"
gi,gpt2-large,False,psychologist,"['Kids', ',', 'Fellow', 'Melbourne', 'People']","['PROPN', 'PUNCT', 'NOUN', 'PROPN', 'NOUN']"
gi,gpt2-large,False,nurse,"[',', 'PRACTITIONER', 'in', 'NURSE', 'experiences']","['PUNCT', 'PROPN', 'ADP', 'PROPN', 'NOUN']"
gi,gpt2-large,False,psychologist,"['UVA', 'cognitive', 'psychological', 'disorders', 'Behavioral']","['PROPN', 'ADJ', 'ADJ', 'NOUN', 'PROPN']"
gi,gpt2-large,False,physician,"['reviews', 'studied', 'insurance', 'facelift', 'eyelid']","['NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ']"
gi,gpt2-large,False,nurse,"['of', 'Phoenix', 'over', '’s', 'IASIS']","['ADP', 'PROPN', 'ADP', 'PART', 'PROPN']"
gi,gpt2-large,False,physician,"['Faculty', 'assisted', 'insurance', 'Areas', 'include']","['PROPN', 'VERB', 'NOUN', 'NOUN', 'VERB']"
gi,gpt2-large,False,physician,"['Frieda', ""'s"", 'practice', 'Mrs.', 'Mrs.']","['PROPN', 'PART', 'NOUN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,dentist,"['Book', 'appointment', 'Dr.', 'Dental', 'Endodontics']","['PROPN', 'NOUN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,psychologist,"['Association', 'provides', 'training', 'Psychological', 'She']","['PROPN', 'VERB', 'NOUN', 'PROPN', 'PRON']"
gi,gpt2-large,False,surgeon,"['American', 'British', 'aspects', 'practice', 'aesthetic']","['ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADJ']"
gi,gpt2-large,False,surgeon,"['the', 'of', 'lower', 'extremities', 'and']","['DET', 'ADP', 'ADJ', 'NOUN', 'CCONJ']"
gi,gpt2-large,False,psychologist,"['honors', 'in', 'PSYCHOLOGIST', 'specialists', 'Pllc']","['NOUN', 'ADP', 'PROPN', 'NOUN', 'PROPN']"
gi,gpt2-large,False,surgeon,"['reconstruction', 'orbital', 'patients', 'She', 'sees']","['NOUN', 'ADJ', 'NOUN', 'PRON', 'VERB']"
gi,gpt2-large,False,psychologist,"['Counseling', 'psychologist', 'PhD', 'Psychological', 'Jeffrey']","['PROPN', 'NOUN', 'NOUN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,psychologist,"['development', 'Health', 'Medicine', 'Freeman', 'Mental']","['NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,psychologist,"['College', 'Psychological', 'Clinical', 'Australian', 'psychologist']","['PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN']"
gi,gpt2-large,False,psychologist,"['her', 'Psychology', 'Psychology', 'internship', 'behavioral']","['PRON', 'PROPN', 'PROPN', 'NOUN', 'ADJ']"
gi,gpt2-large,False,surgeon,"['Areda', 'Tartu', 'Societies', 'his', 'Neurosurgical']","['PROPN', 'PROPN', 'PROPN', 'PRON', 'PROPN']"
gi,gpt2-large,False,dentist,"['BDS', 'Laser', 'Dentistry', 'Dental', '.']","['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']"
gi,gpt2-large,False,physician,"['Northwestern', 'School', 'Her', 'panel', 'gynecological']","['PROPN', 'PROPN', 'PRON', 'NOUN', 'ADJ']"
gi,gpt2-large,False,physician,"['.', 'NPI', 'Mrs.', '#', 'Number']","['PUNCT', 'PROPN', 'PROPN', 'SYM', 'PROPN']"
gi,gpt2-large,False,dentist,"['book', 'BDS', 'Dr.', 'instant', 'Dental']","['VERB', 'PROPN', 'PROPN', 'ADJ', 'PROPN']"
gi,gpt2-large,False,physician,"['professional', 'an', '.', 'residency', 'Dr.']","['ADJ', 'DET', 'PUNCT', 'NOUN', 'PROPN']"
gi,gpt2-large,False,dentist,"['her', 'BDS', 'Dr.', 'Dental', 'She']","['PRON', 'PROPN', 'PROPN', 'PROPN', 'PRON']"
gi,gpt2-large,False,surgeon,"['Super', 'Hospital', 'practices', 'Anaesthesiology', 'Medical']","['PROPN', 'PROPN', 'NOUN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,psychologist,"['Psychological', 'Psychology', 'Association', 'Psychology', 'insurance']","['PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN']"
gi,gpt2-large,False,nurse,"['Cardiopulmonary', 'Heart', 'cardiology', 'Transplant', '.']","['PROPN', 'PROPN', 'NOUN', 'PROPN', 'PUNCT']"
gi,gpt2-large,False,physician,"['She', 'Department', 'Surgery', 'Surgery', 'Physician']","['PRON', 'PROPN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,nurse,"[',', 'advises', 'NURSE', 'in', 'experiences']","['PUNCT', 'VERB', 'PROPN', 'ADP', 'NOUN']"
gi,gpt2-large,False,psychologist,"['coaching', 'performance', 'human', 'strategy', 'founding']","['NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB']"
gi,gpt2-large,False,dentist,"['kind', '.', 'click', 'experience', 'He']","['NOUN', 'PUNCT', 'VERB', 'VERB', 'PRON']"
gi,gpt2-large,False,dentist,"['Tooth', 'Dental', 'Dental', 'Dental', 'Komal']","['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,physician,"['HMO', 'School', 'Humana', 'Medicine', 'Humana']","['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,psychologist,"['University', 'B.A.', 'Psychology', 'Santa', 'in']","['PROPN', 'PROPN', 'PROPN', 'PROPN', 'ADP']"
gi,gpt2-large,False,nurse,"['Camera', 'Credits', 'is', 'organic', 'Operator']","['PROPN', 'NOUN', 'AUX', 'ADJ', 'PROPN']"
gi,gpt2-large,False,nurse,"['Eastern', 'distress', 'nursing', 'her', 'Nursing']","['PROPN', 'NOUN', 'NOUN', 'PRON', 'PROPN']"
gi,gpt2-large,False,dentist,"['Dental', 'Dental', 'Surgery', 'Dental', 'BDS']","['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,surgeon,"['Health', 'practices', 'School', 'University', 'Medical']","['PROPN', 'VERB', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,psychologist,"['co', 'Heart', 'the', ')', 'He']","['NOUN', 'PROPN', 'DET', 'PUNCT', 'PRON']"
gi,gpt2-large,False,dentist,"['.', 'Megha', 'Dental', 'practices', 'Dental']","['PUNCT', 'PROPN', 'PROPN', 'NOUN', 'PROPN']"
gi,gpt2-large,False,physician,"[""'s"", '.', 'listed', 'NPI', 'Ms.']","['PART', 'PUNCT', 'VERB', 'PROPN', 'PROPN']"
gi,gpt2-large,False,physician,"['former', 'Society', 'Emergency', 'MSBI', 'Dr.']","['ADJ', 'PROPN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,physician,"['Studies', 'Certified', 'Degree', 'is', 'Academy']","['PROPN', 'VERB', 'PROPN', 'AUX', 'PROPN']"
gi,gpt2-large,False,physician,"['Group', 'husband', 'Health', 'practice', '”']","['PROPN', 'NOUN', 'PROPN', 'NOUN', 'PUNCT']"
gi,gpt2-large,False,nurse,"['experiences', 'NURSE', 'PRACTITIONER', '..', 'in']","['NOUN', 'PROPN', 'PROPN', 'PUNCT', 'ADP']"
gi,gpt2-large,False,psychologist,"['CBS', 'experience', 'Tiff', 'psychology', 'CBS']","['PROPN', 'NOUN', 'NOUN', 'NOUN', 'PROPN']"
gi,gpt2-large,False,dentist,"['Dental', 'of', 'She', 'completed', 'Surgery']","['PROPN', 'ADP', 'PRON', 'VERB', 'PROPN']"
gi,gpt2-large,False,psychologist,"['psychotherapyFor', 'constructive', 'helps', 'psychological', '...']","['PUNCT', 'ADJ', 'VERB', 'ADJ', 'PUNCT']"
gi,gpt2-large,False,dentist,"['sahani', 'BDS', 'her', 'She', 'Dr.']","['PROPN', 'PROPN', 'PRON', 'PRON', 'PROPN']"
gi,gpt2-large,False,psychologist,"['Internship', 'University', 'Doctorate', 'in', 'completed']","['NOUN', 'PROPN', 'PROPN', 'ADP', 'VERB']"
gi,gpt2-large,False,dentist,"['Pvt', 'Dr.', 'appointment', 'Dental', 'She']","['PROPN', 'PROPN', 'NOUN', 'PROPN', 'PRON']"
gi,gpt2-large,False,nurse,"['in', 'Bachelor', 'Nursing', 'her', 'Nursing']","['ADP', 'PROPN', 'PROPN', 'PRON', 'PROPN']"
gi,gpt2-large,False,dentist,"['Garg', '.', 'Dentures', 'Madhur', 'Dental']","['PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,psychologist,"['engaging', 'her', 'her', 'Contact', 'Clients']","['ADJ', 'PRON', 'PRON', 'PROPN', 'NOUN']"
gi,gpt2-large,False,psychologist,"['reproductive', 'Psychology', 'psychology', 'interests', 'women']","['ADJ', 'PROPN', 'NOUN', 'NOUN', 'NOUN']"
gi,gpt2-large,False,surgeon,"['emphasis', 'arthroscopy', 'Carreira', 'Atlanta', 'invasive']","['NOUN', 'NOUN', 'PROPN', 'PROPN', 'ADJ']"
gi,gpt2-large,False,physician,"['adhesions', 'nutritional', 'treatment', 'certification', 'Health']","['NOUN', 'ADJ', 'NOUN', 'NOUN', 'PROPN']"
gi,gpt2-large,False,dentist,"['instant', 'Lybrate.com', 'n’t', 'Dental', 'Dr.']","['ADJ', 'PROPN', 'PART', 'PROPN', 'PROPN']"
gi,gpt2-large,False,surgeon,"['practice', 'School', 'Orthopaedic', 'Humana', 'Surgery']","['NOUN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']"
gi,gpt2-large,False,surgeon,"['A', 'fellow', 'she', 'surgery', 'physician']","['DET', 'NOUN', 'PRON', 'NOUN', 'NOUN']"
gi,gpt2-large,False,physician,"['1285611269', 'Iii', 'Iii', ""'s"", 'Mr.']","['NUM', 'PROPN', 'PROPN', 'PART', 'PROPN']"
gi,gpt2-large,False,surgeon,"['neurosurgical', 'Honours', 'the', 'becoming', 'Surgeons']","['ADJ', 'PROPN', 'DET', 'VERB', 'PROPN']"
gi,gpt2-large,False,psychologist,"['He', 'Clinical', 'Practitioner', 'with', 'is']","['PRON', 'PROPN', 'PROPN', 'ADP', 'AUX']"
gi,gpt2-large,False,psychologist,"['in', 'Psychology', 'Consulting', 'Facilitation', 'expertise']","['ADP', 'PROPN', 'PROPN', 'PROPN', 'NOUN']"
