,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age,annotator_ID
475,QID919,455,What do people do when they do n't understand something ?,A,ask questions,1,"do,n't,understand,something","7,8,9,10",30,African,Male,Very well,PASSED,eae0e03773365064ce915603c7addc91,BY,Black/African American,<=35,284
476,QID921,456,What is the feeling of one having fun ?,B,pleasure,2,"feeling,of,one","4,5,6",30,African,Male,Very well,PASSED,eaf980db7e945b1cf6d648fa55ddcb5e,BY,Black/African American,<=35,284
477,QID923,457,Many towns and cities have trash cans where on sidewalks ?,C,corner,3,"trash,cans,where,sidewalks","6,7,8,10",30,African,Male,Very well,PASSED,eb0e0c4eaf19c1e9b4df3b4d3a11be3d,BY,Black/African American,<=35,284
478,QID925,458,"The child was politely waiting for dessert , he was eventually rewarded for his what ?",E,patience,5,"child,was,politely,waiting,eventually,rewarded","2,3,4,5,11,12",30,African,Male,Very well,PASSED,eb4b2cd0f2a69686e5a82250c5806b84,BY,Black/African American,<=35,284
479,QID927,459,What is the animal trying to accomplish ?,B,leave home,3,"trying,to,accomplish","5,6,7",30,African,Male,Very well,PASSED,ec224c1dbfb569cce7ec317fe987ae68,BY,Black/African American,<=35,284
480,QID929,460,what do you fill with ink to write ?,B,fountain pen,2,"ink,write","6,8",33,Black/African American,Male,Very well,PASSED,ec86900559a0faf2aef066e511a4cfa6,BY,Black/African American,<=35,375
481,QID931,461,"Many humans enjoy fishing and enjoy another relaxing activity at the same time , what activity is it ?",D,sit quietly,5,"fishing,relaxing,activity","4,8,16",33,Black/African American,Male,Very well,PASSED,ec8797b12e3c6666ebe70b2a7680b66f,BY,Black/African American,<=35,375
482,QID933,462,John saw a fox running along the beach and was glad to be on the east coast . Where might he have been ?,B,oklahoma,4,"beach,east,coast","8,16,17",33,Black/African American,Male,Very well,PASSED,edbb57ac2f476679ae547f75ec2bef3e,BY,Black/African American,<=35,375
483,QID935,463,Where is knight always portrayed as a hero ?,D,fairy tale,4,"knight,portrayed,hero","3,5,8",33,Black/African American,Male,Very well,PASSED,edd1634d911614590c6b8ca730df95fe,BY,Black/African American,<=35,375
484,QID937,464,The planet Mercury is unsuitable for human life or what ?,B,uninhabitable,2,"Mercury,unsuitable,human,life","3,5,7,8",33,Black/African American,Male,Very well,PASSED,ee8819b2da5453848c1cbb9d9c93403b,BY,Black/African American,<=35,375
485,QID939,465,"The teacher played on the upright piano , she was explaining the song to all the students in the what ?",A,music room,1,"teacher,explaining,students","2,11,17",33,Black/African American,Male,Very well,PASSED,eebddf5f35d85e9fe2ecbd9b56c1db60,BY,Black/African American,<=35,375
486,QID941,466,Where could you go to between 1000 and 10000 restaurant ?,A,canada,4,restaurant,10.0,33,Black/African American,Male,Very well,PASSED,ef6ede0af827ddd1dc7bbeb36a6fdd22,BY,Black/African American,<=35,375
487,QID943,467,Where is a teacher likely to keep her clavichord ?,D,music room,4,"teacher,clavichord","4,9",33,Black/African American,Male,Very well,PASSED,f09038444aeb1a048f04dedd5b97b769,BY,Black/African American,<=35,375
488,QID945,468,"The dog curled up for a nap , it was tuckered out because it had just been what ?",A,walked,1,"dog,nap,tuckered","2,7,11",33,Black/African American,Male,Very well,PASSED,f0d473701d52125dd055d23042de1b0d,BY,Black/African American,<=35,375
489,QID947,469,What might a kind person do ?,C,open doors,3,"kind,person","4,5",33,Black/African American,Male,Very well,PASSED,f116ee6620c0f171e5db54bc03a5f2e2,BY,Black/African American,<=35,375
490,QID949,470,Where might the stapler be if I can not find it ?,C,office supply store,2,"might,stapler,I,find","2,4,7,10",30,Black/African American,Female,Very well,PASSED,f18833ace65a54709377134168b457a9,BY,Black/African American,<=35,252
491,QID951,471,Where can a student learn to play a triangle ?,E,music class,5,"Where,student,learn,play,triangle","1,4,5,7,9",30,Black/African American,Female,Very well,PASSED,f1c2e37abf17d9e4ad16eb40f966c79f,BY,Black/African American,<=35,252
492,QID953,472,What is the primary purpose of cars ?,C,move people,3,"primary,purpose,of,cars","4,5,6,7",30,Black/African American,Female,Very well,PASSED,f20d40bc4af588223e880e0bb58b27b8,BY,Black/African American,<=35,252
493,QID955,473,Joe and Mac were playing basketball . They did it every day in their back yard . Why were they playing basketball ?,B,have fun,2,"did,it,every,day,back,yard","9,10,11,12,15,16",30,Black/African American,Female,Very well,PASSED,f2645d0ee8662b6553954cee7e77979e,BY,Black/African American,<=35,252
494,QID957,474,Where are you likely to find a supermarket ?,B,city or town,2,"Where,find,supermarket","1,6,8",30,Black/African American,Female,Very well,PASSED,f36027954e43cfd926451bdf7cb0c3ac,BY,Black/African American,<=35,252
495,QID959,475,What type of fruit is easily broken in to sections ?,B,citrus,2,"fruit,easily,broken,in,sections","4,6,7,8,10",30,Black/African American,Female,Very well,PASSED,f427f9de6bf580314531baf86de8acbc,BY,Black/African American,<=35,252
496,QID961,476,"When an elderly person needs help performing daily tasks , who might they call ?",C,caregiver,3,"elderly,person,needs,help,performing,tasks,who,they,call","3,4,5,6,7,9,11,13,14",30,Black/African American,Female,Very well,PASSED,f48528156632b9c5b18af9ce2095509b,BY,Black/African American,<=35,252
497,QID963,477,How can people fulfill their own calorie requirements ?,B,ask a doctor,5,"fulfill,calorie,requirements","4,7,8",30,Black/African American,Female,Very well,PASSED,f4bb8ecacb9ce89e040f5f76bc79afb3,BY,Black/African American,<=35,252
498,QID965,478,Where might a mouse be found to make it country ?,D,research laboratory,5,"make,it,country","8,9,10",30,Black/African American,Female,Very well,PASSED,f537f6bb8527724e0b1e1c1051326cd5,BY,Black/African American,<=35,252
499,QID967,479,"The buildings were intended to not have residential kitchens in them , what were they designed for ?",D,university,4,"buildings,not,have,kitchens","2,6,7,9",30,Black/African American,Female,Very well,PASSED,f61d83f90b92a8d537989e55ee70542d,BY,Black/African American,<=35,252
500,QID969,480,How does someone go about buying beer ?,E,spend money,5,"does,someone,go","2,3,4",28,African,Female,Very well,PASSED,f656a475f07d3adba9d1486eda8e834a,BY,Black/African American,<=35,272
501,QID971,481,"The advertisement came in the form of a pop - up , where did it appear ?",A,web page,1,",,where,did,it,appear","12,13,14,15,16",28,African,Female,Very well,PASSED,f74b7f268d3c190a13f99ede6d2359e1,BY,Black/African American,<=35,272
502,QID973,482,What does the sky do before a rain ?,E,cloud over,5,a,7.0,28,African,Female,Very well,PASSED,f75357e48c3026cfa4da3dba9f91bb21,BY,Black/African American,<=35,272
503,QID975,483,"While walking the student needed to store his writing insturment away , where did he put it ?",E,pocket,5,"store,writing,insturment","7,9,10",28,African,Female,Very well,PASSED,f75b22d5b88ac56ae7df030c1ebeded5,BY,Black/African American,<=35,272
504,QID977,484,Where can you find a dogs house ?,A,found outside,1,"you,dogs","3,6",28,African,Female,Very well,PASSED,f794e376672c98ac25d8f70506a26e68,BY,Black/African American,<=35,272
505,QID979,485,People are what when you 're a stranger ?,B,strange,2,"People,what","1,3",28,African,Female,Very well,PASSED,f7b96f195a7adfe0c74924a165cfd055,BY,Black/African American,<=35,272
506,QID981,486,What has someone who had finished their undergraduate done ?,A,graduated,1,had,5.0,28,African,Female,Very well,PASSED,f7c005244d406b9bde48dc8c22003af1,BY,Black/African American,<=35,272
507,QID983,487,"If I want to open a steakhouse , what should I get first ?",E,building,5,"what,should,first","9,10,13",28,African,Female,Very well,PASSED,f8544c9679d27b747dfad3b8d7aac87a,BY,Black/African American,<=35,272
508,QID985,488,"The homeowner frowned at the price of gas , what did he have to do later ?",D,cut grass,4,"what,to","10,14",28,African,Female,Very well,PASSED,f8a9208665a4f2d64986940456b4b964,BY,Black/African American,<=35,272
509,QID987,489,"John and Judy were parents . They had two wonderful kids who were n't always well behaved . They were light tough , though . They felt it was a parent 's job to do what ?",B,guide children,2,"light,job","21,33",28,African,Female,Very well,PASSED,f912bcd7479b76db9b1c57a612b90f00,BY,Black/African American,<=35,272
510,QID989,490,What is a person called who does n't have immortality ?,E,death,3,called,5.0,25,African,Female,Very well,PASSED,fa1f17ca535c7e875f4f58510dc2f430,BY,Black/African American,<=35,290
511,QID991,491,"The car was going from Alabama to New York , what was its goal ?",A,go fast,4,going,4.0,25,African,Female,Very well,PASSED,faa0aa438b94c19be8ff52ee80d9e298,BY,Black/African American,<=35,290
512,QID993,492,"Some food can be stored at room temperature until you open it , then you should keep it in what ?",D,refrigerators,4,"then,what","14,20",25,African,Female,Very well,PASSED,fc59ab1a9e6d2b51126dd828d30e9167,BY,Black/African American,<=35,290
513,QID995,493,In order to learn to program from another person you can do what ?,D,have computer,5,program,6.0,25,African,Female,Very well,PASSED,fcd39cfa321728fea069a6ae4285b06f,BY,Black/African American,<=35,290
514,QID997,494,What is the main purpose of having a bath ?,A,cleanness,1,"What,is","1,2",25,African,Female,Very well,PASSED,fde48d43e27cefed6ed9c52514e0bb6d,BY,Black/African American,<=35,290
515,QID999,495,"If you have a home with a courtyard , what 's one thing you probably do n't have to care for any longer ?",A,asshole,3,courtyard,8.0,25,African,Female,Very well,PASSED,fee5ff19811750ad019665af7b36b3c4,BY,Black/African American,<=35,290
516,QID1001,496,What type of residence has a ground floor with a stoop ?,A,hotel,2,"ground,floor","7,8",25,African,Female,Very well,PASSED,ff0303db294a823d4138fb81a6ee6438,BY,Black/African American,<=35,290
517,QID1003,497,"The child was n't allowed in the kitchen but still wanted to help , what could it do to help in the dining room ?",A,set table,1,"kitchen,dining","8,23",25,African,Female,Very well,PASSED,ffd89796a9b09bef56c5803f188764c6,BY,Black/African American,<=35,290
518,QID1005,498,"Dogs are very loyal if they have a good owner , they will always what them ?",D,defend,4,"loyal,good,owner","4,9,10",25,African,Female,Very well,PASSED,ffde211723f55e9744f94cbc14488a23,BY,Black/African American,<=35,290
519,QID1007,499,John did n't care about style . He felt that form was less important than what ?,C,quality,2,"style,form,important","6,11,14",25,African,Female,Very well,PASSED,fff554fffa1a0adc64b8d1e21d55534b,BY,Black/African American,<=35,290
0,QID9,0,"Eating is part of living , but your body does n't use it all and the next day you will be doing what ?",E,defecating,5,"and,the,next,day,you,will,be,doing,what,?","15,16,17,18,19,20,21,22,23,24",38,Latino/Hispanic,Male,Very well,PASSED,001b0f5a841fd81d13fbe67c7c7179d6,LO,Latino/Hispanic,>=38,170
1,QID9,0,"Eating is part of living , but your body does n't use it all and the next day you will be doing what ?",E,defecating,5,"Eating,body,does,n't,use,it,all","1,9,10,11,12,13,14",46,White/Caucasian,Male,Very well,PASSED,001b0f5a841fd81d13fbe67c7c7179d6,LO,Latino/Hispanic,>=38,260
2,QID11,1,Where would you get a pen if you do not have one ?,C,desk drawer,2,"Where,would,you,get,a,pen","1,2,3,4,5,6",38,Latino/Hispanic,Male,Very well,PASSED,004607228ad49b69eac932c1005d6106,LO,Latino/Hispanic,>=38,170
3,QID11,1,Where would you get a pen if you do not have one ?,C,desk drawer,2,"Where,get,pen","1,4,6",46,White/Caucasian,Male,Very well,PASSED,004607228ad49b69eac932c1005d6106,LO,Latino/Hispanic,>=38,260
4,QID13,2,"John is sitting in a toilet stall in a bathroom , outside he can hear cars going around in circles . What is the function of the place he is most likely at ?",C,race track,3,"cars,going,around,in,circles","16,17,18,19,20",46,White/Caucasian,Male,Very well,PASSED,008b7ba0c039f6d0d542c6c90aae173c,LO,Latino/Hispanic,>=38,260
5,QID13,2,"John is sitting in a toilet stall in a bathroom , outside he can hear cars going around in circles . What is the function of the place he is most likely at ?",C,race track,3,"outside,he,can,hear,cars,going,around,in,circles","12,13,14,15,16,17,18,19,20",38,Latino/Hispanic,Male,Very well,PASSED,008b7ba0c039f6d0d542c6c90aae173c,LO,Latino/Hispanic,>=38,170
6,QID15,3,Where would you find a large dining room containing a fancy chandelier ?,A,mansion,1,"large,dining,room,fancy,chandelier","6,7,8,11,12",46,White/Caucasian,Male,Very well,PASSED,01abce8c4964371d85a5be2019f75827,LO,Latino/Hispanic,>=38,260
7,QID15,3,Where would you find a large dining room containing a fancy chandelier ?,A,mansion,1,"a,fancy,chandelier,?","10,11,12,13",38,Latino/Hispanic,Male,Very well,PASSED,01abce8c4964371d85a5be2019f75827,LO,Latino/Hispanic,>=38,170
8,QID17,4,What happens to a dog before someone puts up posters of them ?,A,get lost,1,"dog,posters,of,them","5,10,11,12",46,White/Caucasian,Male,Very well,PASSED,01f01cc3ad152773ef42b30e926912bf,LO,Latino/Hispanic,>=38,260
9,QID17,4,What happens to a dog before someone puts up posters of them ?,A,get lost,1,"before,someone,puts,up,posters,of,them,?","6,7,8,9,10,11,12,13",38,Latino/Hispanic,Male,Very well,PASSED,01f01cc3ad152773ef42b30e926912bf,LO,Latino/Hispanic,>=38,170
10,QID19,5,Where are horses judged on appearance ?,B,fair,2,"horses,judged,appearance","3,4,6",46,White/Caucasian,Male,Very well,PASSED,026cb9c07a583ec933f2c4c67ae73836,LO,Latino/Hispanic,>=38,260
11,QID19,5,Where are horses judged on appearance ?,B,raised by humans,3,"on,appearance,?","5,6,7",38,Latino/Hispanic,Male,Very well,PASSED,026cb9c07a583ec933f2c4c67ae73836,LO,Latino/Hispanic,>=38,170
12,QID21,6,How might a automobile get off a freeway ?,A,exit ramp,1,"automobile,get,off,a,freeway","4,5,6,7,8",46,White/Caucasian,Male,Very well,PASSED,02f43014a135cbd39f23b044c99de96e,LO,Latino/Hispanic,>=38,260
13,QID21,6,How might a automobile get off a freeway ?,A,exit ramp,1,"get,off,a,freeway,?","5,6,7,8,9",38,Latino/Hispanic,Male,Very well,PASSED,02f43014a135cbd39f23b044c99de96e,LO,Latino/Hispanic,>=38,170
14,QID23,7,Where are required to carry books all day ?,B,university,2,"books,all,day,?","6,7,8,9",38,Latino/Hispanic,Male,Very well,PASSED,03f06f77aaf80b5f5e296ffbd11e9d82,LO,Latino/Hispanic,>=38,170
15,QID23,7,Where are required to carry books all day ?,B,university,2,"carry,books","5,6",46,White/Caucasian,Male,Very well,PASSED,03f06f77aaf80b5f5e296ffbd11e9d82,LO,Latino/Hispanic,>=38,260
16,QID25,8,"Nature can be good and bad for the person who walks , what are some things ?",B,get wet,3,"for,the,person,who,walks","7,8,9,10,11",38,Latino/Hispanic,Male,Very well,PASSED,047c2d8c65d297b39aa42821c1ca76a9,LO,Latino/Hispanic,>=38,170
17,QID25,8,"Nature can be good and bad for the person who walks , what are some things ?",B,see beautiful views,2,"Nature,be,good","1,3,4",46,White/Caucasian,Male,Very well,PASSED,047c2d8c65d297b39aa42821c1ca76a9,LO,Latino/Hispanic,>=38,260
18,QID27,9,What can you use to store a book while traveling ?,D,pocket,2,"while,traveling,?","9,10,11",38,Latino/Hispanic,Male,Very well,PASSED,05490e6c191fbc3c2fe0033ed0bd8aa0,LO,Latino/Hispanic,>=38,170
19,QID27,9,What can you use to store a book while traveling ?,D,backpack,3,"store,a,book,while,traveling","6,7,8,9,10",46,White/Caucasian,Male,Very well,PASSED,05490e6c191fbc3c2fe0033ed0bd8aa0,LO,Latino/Hispanic,>=38,260
20,QID29,10,Where would stones not be arranged in a path ?,B,made from rocks,5,arranged,6,44,Latino/Hispanic,Male,Very well,PASSED,056b33c7050c167b0d4348d40d169358,LO,Latino/Hispanic,>=38,221
21,QID29,10,Where would stones not be arranged in a path ?,B,bridge,4,"stones,arranged,in,path","3,6,7,9",43,Mixed,Female,Very well,PASSED,056b33c7050c167b0d4348d40d169358,LO,Latino/Hispanic,>=38,233
22,QID29,10,Where would stones not be arranged in a path ?,B,quarries,1,"not,be,arranged,in,a,path","4,5,6,7,8,9",57,White/Caucasian,Female,Very well,PASSED,056b33c7050c167b0d4348d40d169358,LO,Latino/Hispanic,>=38,350
23,QID29,10,Where would stones not be arranged in a path ?,B,quarries,1,"stones,not,arranged,path","3,4,6,9",38,White/Caucasian,Male,Well,PASSED,056b33c7050c167b0d4348d40d169358,LO,Latino/Hispanic,>=38,96
24,QID29,10,Where would stones not be arranged in a path ?,B,quarries,1,"stones,arranged,path","3,6,9",51,White/Caucasian,Male,Well,PASSED,056b33c7050c167b0d4348d40d169358,LO,Latino/Hispanic,>=38,243
25,QID29,10,Where would stones not be arranged in a path ?,B,quarries,1,"stones,not,arranged,path","3,4,6,9",49,White/Caucasian,Male,Very well,PASSED,056b33c7050c167b0d4348d40d169358,LO,Latino/Hispanic,>=38,34
26,QID31,11,What do you use to carry your briefcase ?,E,hand,5,"carry,briefcase","6,8",38,White/Caucasian,Male,Well,PASSED,0611dfbf5114084723d75f59b4f67412,LO,Latino/Hispanic,>=38,96
27,QID31,11,What do you use to carry your briefcase ?,E,hand,5,"use,to,carry,your,briefcase","4,5,6,7,8",57,White/Caucasian,Female,Very well,PASSED,0611dfbf5114084723d75f59b4f67412,LO,Latino/Hispanic,>=38,350
28,QID31,11,What do you use to carry your briefcase ?,E,office building,1,"carry,briefcase","6,8",51,White/Caucasian,Male,Well,PASSED,0611dfbf5114084723d75f59b4f67412,LO,Latino/Hispanic,>=38,243
29,QID31,11,What do you use to carry your briefcase ?,E,hand,5,"What,use,carry,briefcase","1,4,6,8",49,White/Caucasian,Male,Very well,PASSED,0611dfbf5114084723d75f59b4f67412,LO,Latino/Hispanic,>=38,34
30,QID31,11,What do you use to carry your briefcase ?,E,courtroom,3,"carry,your,briefcase","6,7,8",43,Mixed,Female,Very well,PASSED,0611dfbf5114084723d75f59b4f67412,LO,Latino/Hispanic,>=38,233
31,QID31,11,What do you use to carry your briefcase ?,E,hand,5,?,9,44,Latino/Hispanic,Male,Very well,PASSED,0611dfbf5114084723d75f59b4f67412,LO,Latino/Hispanic,>=38,221
32,QID33,12,John bought a new water hose . But he found his old one near his car . Where did he find the old one ?,D,greenhouse,3,"hose,found,his","6,10,11",43,Mixed,Female,Very well,PASSED,061f326d2a87a10da6316b55bd5522bd,LO,Latino/Hispanic,>=38,233
33,QID33,12,John bought a new water hose . But he found his old one near his car . Where did he find the old one ?,D,garage,4,"found,near,his,car","10,14,15,16",38,White/Caucasian,Male,Well,PASSED,061f326d2a87a10da6316b55bd5522bd,LO,Latino/Hispanic,>=38,96
34,QID33,12,John bought a new water hose . But he found his old one near his car . Where did he find the old one ?,D,garage,4,"near,his,car,find,the,old,one","14,15,16,21,22,23,24",57,White/Caucasian,Female,Very well,PASSED,061f326d2a87a10da6316b55bd5522bd,LO,Latino/Hispanic,>=38,350
35,QID33,12,John bought a new water hose . But he found his old one near his car . Where did he find the old one ?,D,garage,4,"new,water,hose,old,one,near,his,car,find","4,5,6,12,13,14,15,16,21",51,White/Caucasian,Male,Well,PASSED,061f326d2a87a10da6316b55bd5522bd,LO,Latino/Hispanic,>=38,243
36,QID33,12,John bought a new water hose . But he found his old one near his car . Where did he find the old one ?,D,garage,4,"hose,found,old,near,car","6,10,12,14,16",49,White/Caucasian,Male,Very well,PASSED,061f326d2a87a10da6316b55bd5522bd,LO,Latino/Hispanic,>=38,34
37,QID33,12,John bought a new water hose . But he found his old one near his car . Where did he find the old one ?,D,garage,4,"John,bought,a,new,water,hose,.,But","1,2,3,4,5,6,7,8",44,Latino/Hispanic,Male,Very well,PASSED,061f326d2a87a10da6316b55bd5522bd,LO,Latino/Hispanic,>=38,221
38,QID35,13,Joe plays a percussion instrument in something . What might be play in ?,D,music store,2,"plays,instrument,in","2,5,6",49,White/Caucasian,Male,Very well,PASSED,07fd8b0aed06406fedb137d11b07a890,LO,Latino/Hispanic,>=38,34
39,QID35,13,Joe plays a percussion instrument in something . What might be play in ?,D,own home,1,"might,play","10,12",43,Mixed,Female,Very well,PASSED,07fd8b0aed06406fedb137d11b07a890,LO,Latino/Hispanic,>=38,233
40,QID35,13,Joe plays a percussion instrument in something . What might be play in ?,D,orchestra,4,"percussion,instrument","4,5",38,White/Caucasian,Male,Well,PASSED,07fd8b0aed06406fedb137d11b07a890,LO,Latino/Hispanic,>=38,96
41,QID35,13,Joe plays a percussion instrument in something . What might be play in ?,D,own home,1,"something,.,What,might,be,play,in","7,8,9,10,11,12,13",44,Latino/Hispanic,Male,Very well,PASSED,07fd8b0aed06406fedb137d11b07a890,LO,Latino/Hispanic,>=38,221
42,QID35,13,Joe plays a percussion instrument in something . What might be play in ?,D,marching band,3,"percussion,instrument,play,in","4,5,12,13",51,White/Caucasian,Male,Well,PASSED,07fd8b0aed06406fedb137d11b07a890,LO,Latino/Hispanic,>=38,243
43,QID35,13,Joe plays a percussion instrument in something . What might be play in ?,D,marching band,3,"percussion,instrument,in,something,play,in","4,5,6,7,12,13",57,White/Caucasian,Female,Very well,PASSED,07fd8b0aed06406fedb137d11b07a890,LO,Latino/Hispanic,>=38,350
44,QID37,14,"His phone was dead and they could n't find the expressway , he opened up the glove compartment and handed his passenger the what to navigate ?",C,map,3,"glove,compartment,handed,what,to,navigate","17,18,20,24,25,26",49,White/Caucasian,Male,Very well,PASSED,0843c51212a3c2eee660fab5648c9e19,LO,Latino/Hispanic,>=38,34
45,QID37,14,"His phone was dead and they could n't find the expressway , he opened up the glove compartment and handed his passenger the what to navigate ?",C,map,3,"they,could,n't,find,expressway,what,to,navigate","6,7,8,9,11,24,25,26",51,White/Caucasian,Male,Well,PASSED,0843c51212a3c2eee660fab5648c9e19,LO,Latino/Hispanic,>=38,243
46,QID37,14,"His phone was dead and they could n't find the expressway , he opened up the glove compartment and handed his passenger the what to navigate ?",C,map,3,"glove,compartment,his,passenger,the,what,to,navigate","17,18,21,22,23,24,25,26",57,White/Caucasian,Female,Very well,PASSED,0843c51212a3c2eee660fab5648c9e19,LO,Latino/Hispanic,>=38,350
47,QID37,14,"His phone was dead and they could n't find the expressway , he opened up the glove compartment and handed his passenger the what to navigate ?",C,map,3,"expressway,opened","11,14",43,Mixed,Female,Very well,PASSED,0843c51212a3c2eee660fab5648c9e19,LO,Latino/Hispanic,>=38,233
48,QID37,14,"His phone was dead and they could n't find the expressway , he opened up the glove compartment and handed his passenger the what to navigate ?",C,map,3,"opened,glove,compartment,navigate","14,17,18,26",38,White/Caucasian,Male,Well,PASSED,0843c51212a3c2eee660fab5648c9e19,LO,Latino/Hispanic,>=38,96
49,QID37,14,"His phone was dead and they could n't find the expressway , he opened up the glove compartment and handed his passenger the what to navigate ?",C,map,3,",",12,44,Latino/Hispanic,Male,Very well,PASSED,0843c51212a3c2eee660fab5648c9e19,LO,Latino/Hispanic,>=38,221
50,QID39,15,Where would you find many varieties of plants including a rosebush ?,E,backyard,3,"of,plants,including","7,8,9",43,Mixed,Female,Very well,PASSED,08d3175de59a639be02f2ebc032d56bd,LO,Latino/Hispanic,>=38,233
51,QID39,15,Where would you find many varieties of plants including a rosebush ?,E,beautiful garden,5,"including,a,rosebush","9,10,11",44,Latino/Hispanic,Male,Very well,PASSED,08d3175de59a639be02f2ebc032d56bd,LO,Latino/Hispanic,>=38,221
52,QID39,15,Where would you find many varieties of plants including a rosebush ?,E,beautiful garden,5,"many,varieties,of,plants,including,a,rosebush","5,6,7,8,9,10,11",57,White/Caucasian,Female,Very well,PASSED,08d3175de59a639be02f2ebc032d56bd,LO,Latino/Hispanic,>=38,350
53,QID39,15,Where would you find many varieties of plants including a rosebush ?,E,beautiful garden,5,"Where,find,varieties,plants","1,4,6,8",49,White/Caucasian,Male,Very well,PASSED,08d3175de59a639be02f2ebc032d56bd,LO,Latino/Hispanic,>=38,34
54,QID39,15,Where would you find many varieties of plants including a rosebush ?,E,beautiful garden,5,"many,varieties,of,plants","5,6,7,8",38,White/Caucasian,Male,Well,PASSED,08d3175de59a639be02f2ebc032d56bd,LO,Latino/Hispanic,>=38,96
55,QID39,15,Where would you find many varieties of plants including a rosebush ?,E,kew gardens,1,"find,many,varieties,plants","4,5,6,8",51,White/Caucasian,Male,Well,PASSED,08d3175de59a639be02f2ebc032d56bd,LO,Latino/Hispanic,>=38,243
56,QID41,16,"I am cold , what should I do to stay warm ?",B,light fire,2,do,8,43,Mixed,Female,Very well,PASSED,08d908ed723f813574992195d61386a2,LO,Latino/Hispanic,>=38,233
57,QID41,16,"I am cold , what should I do to stay warm ?",B,light fire,2,"I,am,cold,,","1,2,3,4",44,Latino/Hispanic,Male,Very well,PASSED,08d908ed723f813574992195d61386a2,LO,Latino/Hispanic,>=38,221
58,QID41,16,"I am cold , what should I do to stay warm ?",B,light fire,2,"cold,should,do,stay,warm","3,6,8,10,11",51,White/Caucasian,Male,Well,PASSED,08d908ed723f813574992195d61386a2,LO,Latino/Hispanic,>=38,243
59,QID41,16,"I am cold , what should I do to stay warm ?",B,light fire,2,"what,do,stay,warm","5,8,10,11",49,White/Caucasian,Male,Very well,PASSED,08d908ed723f813574992195d61386a2,LO,Latino/Hispanic,>=38,34
60,QID41,16,"I am cold , what should I do to stay warm ?",B,light fire,2,"cold,what,should,I,do","3,5,6,7,8",38,White/Caucasian,Male,Well,PASSED,08d908ed723f813574992195d61386a2,LO,Latino/Hispanic,>=38,96
61,QID41,16,"I am cold , what should I do to stay warm ?",B,light fire,2,"do,to,stay,warm","8,9,10,11",57,White/Caucasian,Female,Very well,PASSED,08d908ed723f813574992195d61386a2,LO,Latino/Hispanic,>=38,350
62,QID43,17,What could happen to a cat other than wanting food ?,B,thirsty,2,?,11,44,Latino/Hispanic,Male,Very well,PASSED,094fe91b20b03c647325fa2ee94470b3,LO,Latino/Hispanic,>=38,221
63,QID43,17,What could happen to a cat other than wanting food ?,B,pussycat,4,"happen,cat,other,than,food","3,6,7,8,10",51,White/Caucasian,Male,Well,PASSED,094fe91b20b03c647325fa2ee94470b3,LO,Latino/Hispanic,>=38,243
64,QID43,17,What could happen to a cat other than wanting food ?,B,thirsty,2,"cat,other,than,wanting,food","6,7,8,9,10",57,White/Caucasian,Female,Very well,PASSED,094fe91b20b03c647325fa2ee94470b3,LO,Latino/Hispanic,>=38,350
65,QID43,17,What could happen to a cat other than wanting food ?,B,thirsty,2,"other,than,wanting,food","7,8,9,10",38,White/Caucasian,Male,Well,PASSED,094fe91b20b03c647325fa2ee94470b3,LO,Latino/Hispanic,>=38,96
66,QID43,17,What could happen to a cat other than wanting food ?,B,thirsty,2,"happen,cat,other,wanting,food","3,6,7,9,10",49,White/Caucasian,Male,Very well,PASSED,094fe91b20b03c647325fa2ee94470b3,LO,Latino/Hispanic,>=38,34
67,QID43,17,What could happen to a cat other than wanting food ?,B,sharp claws,3,"cat,other","6,7",43,Mixed,Female,Very well,PASSED,094fe91b20b03c647325fa2ee94470b3,LO,Latino/Hispanic,>=38,233
68,QID45,18,James was below the balloon . He watched it rise . What direction did he look in ?,E,diagonal,3,"watched,.","8,11",43,Mixed,Female,Very well,PASSED,0a006d16d9042e0c170935e5fbf7f9af,LO,Latino/Hispanic,>=38,233
69,QID45,18,James was below the balloon . He watched it rise . What direction did he look in ?,E,upwards,5,"below,the,balloon,What,direction","3,4,5,12,13",38,White/Caucasian,Male,Well,PASSED,0a006d16d9042e0c170935e5fbf7f9af,LO,Latino/Hispanic,>=38,96
70,QID45,18,James was below the balloon . He watched it rise . What direction did he look in ?,E,upwards,5,"was,below,balloon,watched,rise","2,3,5,8,10",49,White/Caucasian,Male,Very well,PASSED,0a006d16d9042e0c170935e5fbf7f9af,LO,Latino/Hispanic,>=38,34
71,QID45,18,James was below the balloon . He watched it rise . What direction did he look in ?,E,upwards,5,"below,balloon,rise,direction","3,5,10,13",51,White/Caucasian,Male,Well,PASSED,0a006d16d9042e0c170935e5fbf7f9af,LO,Latino/Hispanic,>=38,243
72,QID45,18,James was below the balloon . He watched it rise . What direction did he look in ?,E,upwards,5,"He,watched,it,rise,What,direction,did,he,look,in","7,8,9,10,12,13,14,15,16,17",57,White/Caucasian,Female,Very well,PASSED,0a006d16d9042e0c170935e5fbf7f9af,LO,Latino/Hispanic,>=38,350
