xai,model,contrastive,class,word,gender
gi_norm,gpt2-small,False,psychologist,her,f
gi_norm,gpt2-small,False,surgeon,he,m
gi_norm,gpt2-small,False,dentist,he,m
gi_norm,gpt2-small,False,nurse,he,m
gi_norm,gpt2-small,False,physician,she,f
gi_norm,gpt2-small,False,nurse,bachelor,m
gi_norm,gpt2-small,False,psychologist,he,m
gi_norm,gpt2-small,False,surgeon,he,m
gi_norm,gpt2-small,False,nurse,mrs.,f
gi_norm,gpt2-small,False,dentist,she,f
gi_norm,gpt2-small,False,nurse,ms.,f
gi_norm,gpt2-small,False,nurse,her,f
gi_norm,gpt2-small,False,psychologist,she,f
gi_norm,gpt2-small,False,dentist,she,f
gi_norm,gpt2-small,False,psychologist,she,f
gi_norm,gpt2-small,False,psychologist,she,f
gi_norm,gpt2-small,False,dentist,she,f
gi_norm,gpt2-small,False,psychologist,she,f
gi_norm,gpt2-small,False,psychologist,her,f
gi_norm,gpt2-small,False,psychologist,she,f
gi_norm,gpt2-small,False,physician,mrs.,f
gi_norm,gpt2-small,False,physician,mr.,m
gi_norm,gpt2-small,False,dentist,he,m
gi_norm,gpt2-small,False,psychologist,she,f
gi_norm,gpt2-small,False,surgeon,he,m
gi_norm,gpt2-small,False,nurse,she,f
gi_norm,gpt2-small,False,surgeon,he,m
gi_norm,gpt2-small,False,psychologist,her,f
gi_norm,gpt2-small,False,psychologist,she,f
gi_norm,gpt2-small,False,dentist,he,m
gi_norm,gpt2-small,False,psychologist,her,f
gi_norm,gpt2-small,False,psychologist,his,m
gi_norm,gpt2-small,False,nurse,she,f
gi_norm,gpt2-small,False,surgeon,he,m
gi_norm,gpt2-small,False,nurse,she,f
gi_norm,gpt2-small,False,nurse,she,f
gi_norm,gpt2-small,False,nurse,she,f
gi_norm,gpt2-small,False,dentist,she,f
gi_norm,gpt2-small,False,psychologist,she,f
gi_norm,gpt2-small,False,nurse,she,f
gi_norm,gpt2-small,False,nurse,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,surgeon,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,physician,mr.,m
gi_norm,gpt2-small,True,physician,mr.,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,nurse,queen,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,physician,he,m
gi_norm,gpt2-small,True,psychologist,his,m
gi_norm,gpt2-small,True,psychologist,her,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,physician,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,her,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,her,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,physician,mrs.,f
gi_norm,gpt2-small,True,physician,mrs.,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,her,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,physician,she,f
gi_norm,gpt2-small,True,physician,her,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,physician,ms.,f
gi_norm,gpt2-small,True,physician,ms.,f
gi_norm,gpt2-small,True,physician,mrs.,f
gi_norm,gpt2-small,True,physician,mrs.,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,dentist,mrs.,f
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,physician,she,f
gi_norm,gpt2-small,True,psychologist,her,f
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,her,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,nurse,ms.,f
gi_norm,gpt2-small,True,nurse,ms.,f
gi_norm,gpt2-small,True,surgeon,his,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,nurse,women,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,nurse,her,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,physician,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,dentist,bachelor,m
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,physician,she,f
gi_norm,gpt2-small,True,psychologist,his,m
gi_norm,gpt2-small,True,physician,bachelor,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,physician,mrs.,f
gi_norm,gpt2-small,True,physician,mrs.,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,surgeon,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,physician,mrs.,f
gi_norm,gpt2-small,True,physician,mrs.,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,her,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,physician,ms.,f
gi_norm,gpt2-small,True,physician,ms.,f
gi_norm,gpt2-small,True,physician,ms.,f
gi_norm,gpt2-small,True,physician,she,f
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,physician,mr.,m
gi_norm,gpt2-small,True,psychologist,his,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,surgeon,she,f
gi_norm,gpt2-small,True,nurse,ms.,f
gi_norm,gpt2-small,True,nurse,ms.,f
gi_norm,gpt2-small,True,psychologist,her,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,physician,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,nurse,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,physician,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,dentist,his,m
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,nurse,donna,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,surgeon,his,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,nurse,her,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,physician,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,physician,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,physician,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,her,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,physician,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,nurse,bachelor,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,nurse,mrs.,f
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,nurse,her,f
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,physician,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,mrs.,f
gi_norm,gpt2-small,True,nurse,her,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,physician,ms.,f
gi_norm,gpt2-small,True,physician,ms.,f
gi_norm,gpt2-small,True,nurse,he,m
gi_norm,gpt2-small,True,physician,he,m
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,physician,he,m
gi_norm,gpt2-small,True,nurse,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,nurse,mrs.,f
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,psychologist,ms.,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,physician,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,physician,mrs.,f
gi_norm,gpt2-small,True,physician,mrs.,f
gi_norm,gpt2-small,True,psychologist,her,f
gi_norm,gpt2-small,True,nurse,her,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,physician,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,mr.,m
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,physician,his,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,his,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,physician,she,f
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,bachelor,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,bachelor,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,psychologist,her,f
gi_norm,gpt2-small,True,nurse,ms.,f
gi_norm,gpt2-small,True,physician,he,m
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,nurse,her,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,physician,he,m
gi_norm,gpt2-small,True,physician,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,physician,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,physician,his,m
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,surgeon,his,m
gi_norm,gpt2-small,True,psychologist,mrs.,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,physician,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,her,f
gi_norm,gpt2-small,True,surgeon,her,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,physician,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,nurse,ms.,f
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,physician,his,m
gi_norm,gpt2-small,True,psychologist,her,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,surgeon,his,m
gi_norm,gpt2-small,True,physician,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,tom,m
gi_norm,gpt2-small,True,physician,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,psychologist,his,m
gi_norm,gpt2-small,True,physician,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,surgeon,his,m
gi_norm,gpt2-small,True,physician,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,surgeon,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,physician,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,physician,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,physician,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,her,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,psychologist,his,m
gi_norm,gpt2-small,True,surgeon,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,nurse,ms.,f
gi_norm,gpt2-small,True,nurse,ms.,f
gi_norm,gpt2-small,True,physician,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,physician,mr.,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,nurse,bachelor,m
gi_norm,gpt2-small,True,nurse,ms.,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,surgeon,his,m
gi_norm,gpt2-small,True,physician,she,f
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,her,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,nurse,her,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,her,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,physician,mrs.,f
gi_norm,gpt2-small,True,physician,mrs.,f
gi_norm,gpt2-small,True,psychologist,her,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,her,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,physician,ms.,f
gi_norm,gpt2-small,True,physician,ms.,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,dentist,her,f
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,physician,mr.,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,psychologist,women,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,physician,mr.,m
gi_norm,gpt2-small,True,physician,mr.,m
gi_norm,gpt2-small,True,nurse,her,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,nurse,bachelor,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,ms.,f
gi_norm,gpt2-small,True,nurse,ms.,f
gi_norm,gpt2-small,True,psychologist,ms.,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,nurse,her,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,mrs.,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,physician,he,m
gi_norm,gpt2-small,True,physician,mr.,m
gi_norm,gpt2-small,True,physician,mr.,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,physician,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,his,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,her,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,psychologist,his,m
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,dentist,her,f
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,physician,mr.,m
gi_norm,gpt2-small,True,physician,mr.,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,nurse,women,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,he,m
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,physician,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,ms.,f
gi_norm,gpt2-small,True,nurse,ms.,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,dentist,he,m
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,physician,he,m
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,nurse,him,m
gi_norm,gpt2-small,True,nurse,his,m
gi_norm,gpt2-small,True,nurse,bachelor,m
gi_norm,gpt2-small,True,nurse,she,f
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,psychologist,her,f
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,nurse,ms.,f
gi_norm,gpt2-small,True,surgeon,he,m
gi_norm,gpt2-small,True,psychologist,she,f
gi_norm,gpt2-small,True,nurse,ms.,f
gi_norm,gpt2-small,True,dentist,she,f
gi_norm,gpt2-small,True,psychologist,she,f
