,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age,originaldata_split,rationale_binary,annotator_ID
92,QID703,92,The employees are amazing at appearing to care about their jobs; what a trick!,negative,negative,2,"appearing,to,care","[5, 6, 7]",23.0,African,Female,Very well,PASSED,r2-0019394,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",303
93,QID705,93,"The atmosphere was not at all what I expected, it did not feel like a restaurant at all, but like a cozy cookout.",positive,no sentiment,3,"what,I,expected,,did,not,feel","[6, 7, 8, 10, 11, 12]",23.0,African,Female,Very well,PASSED,r2-0019397,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",303
94,QID707,94,This place is a Greek restaurant in the former Licks location in Pickering. you should try it,positive,positive,1,"you,should,try,it","[13, 14, 15, 16]",23.0,African,Female,Very well,PASSED,r2-0019398,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",303
95,QID709,95,The mixed drink had me wishing I had never gone to the first place and had always bought it from the second one for my entire life.,positive,no sentiment,3,"never,gone,to","[8, 9, 10]",23.0,African,Female,Very well,PASSED,r2-0019399,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",303
96,QID711,96,Pros: beer selection is good. i recommend,positive,positive,1,"Pros:,i,recommend","[0, 5, 6]",23.0,African,Female,Very well,PASSED,r2-0019400,BY,Black/African American,<=35,test,"[1, 0, 0, 0, 0, 1, 1]",303
97,QID713,97,"Thank you, Eddie and Olivia for giving us such a positive ""spa shopping experience"" and your patience with us throughout the process. We lost your deposit fee when we were robbed.",positive,positive,1,"Thank,you,,positive,""spa,shopping,experience"",and,your,patience,with,us","[0, 1, 10, 11, 12, 13, 14, 15, 16, 17, 18]",23.0,African,Female,Very well,PASSED,r2-0019402,BY,Black/African American,<=35,test,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",303
98,QID715,98,"Good value low-brow Vegas experience.,it was amazing ",positive,positive,1,"experience.,it,was,amazing","[4, 5, 6]",23.0,African,Female,Very well,PASSED,r2-0019403,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 1, 1, 1]",303
99,QID717,99,The golden burritos were as genuine and real as a three dollar bill,negative,positive,1,"as,genuine,real","[4, 5, 7]",23.0,African,Female,Very well,PASSED,r2-0019405,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0]",303
100,QID719,100,Four stars for being decent priced and friendly staff in a remodeled facility. We went to a restaurant.,positive,no sentiment,3,"decent,priced,friendly,staff,remodeled,facility.,restaurant.","[4, 5, 7, 8, 11, 12, 17]",29.0,African,Male,Very well,PASSED,r2-0019406,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1]",199
101,QID721,101,"I wanted to love this place, but it was just OK in my opinion. It was supposed to be the best vacation ever to my favorite beach.",negative,positive,1,"best,vacation,ever,favorite,beach.","[20, 21, 22, 25, 26]",29.0,African,Male,Very well,PASSED,r2-0019407,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1]",199
102,QID723,102,We spent over 2 hours at the mall. It was horrible.,negative,negative,2,"spent,over,2,hours","[1, 2, 3, 4]",29.0,African,Male,Very well,PASSED,r2-0019409,BY,Black/African American,<=35,test,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",199
103,QID725,103,It was quite crowded the two times I visited the place. I was disappointed.,negative,negative,2,"crowded,the,two,times,I,was,disappointed.","[3, 4, 5, 6, 11, 12, 13]",29.0,African,Male,Very well,PASSED,r2-0019411,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1]",199
104,QID727,104,The meatballs were a great combination with the homemade pizza sauce. highly recommended,positive,positive,1,"meatballs,were,great,combination,highly,recommended","[1, 2, 4, 5, 11, 12]",29.0,African,Male,Very well,PASSED,r2-0019412,BY,Black/African American,<=35,test,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1]",199
105,QID729,105,"Also, what grocery store runs out of butter? I wasn't happy.",negative,negative,2,"grocery,store,runs,out,of,butter?,wasn't,happy.","[2, 3, 4, 5, 6, 7, 9, 10]",29.0,African,Male,Very well,PASSED,r2-0019414,BY,Black/African American,<=35,test,"[0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",199
106,QID731,106,it was veryg ood,positive,no sentiment,3,ood,[3],29.0,African,Male,Very well,PASSED,r2-0019417,BY,Black/African American,<=35,test,"[0, 0, 0, 1]",199
107,QID733,107,He truly went out to work with us,positive,no sentiment,3,"went,out,work,with,us","[2, 3, 5, 6, 7]",29.0,African,Male,Very well,PASSED,r2-0019419,BY,Black/African American,<=35,test,"[0, 0, 1, 1, 0, 1, 1, 1]",199
108,QID735,108,The hotel front desk recommended the worst restaurant.,negative,negative,2,"recommended,the,worst,restaurant.","[4, 5, 6, 7]",29.0,African,Male,Very well,PASSED,r2-0019420,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 1, 1, 1, 1]",199
109,QID737,109,Passing through all hardships Nick got into MIT.,positive,no sentiment,3,"hardships,Nick,got,into,MIT.","[3, 4, 5, 6, 7]",29.0,African,Male,Very well,PASSED,r2-0019423,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 1, 1, 1, 1]",199
110,QID739,110,The food prices are what you would expect from a place like this. very nice,positive,positive,1,"prices,are,very,nice","[2, 3, 13, 14]",26.0,African,Female,Very well,PASSED,r2-0019424,BY,Black/African American,<=35,test,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",214
111,QID741,111,Being busy is a good thing for a business and if you can't handle it you should maybe think of something else you can do that you might be better at. It is great.,positive,positive,1,"good,thing,for,a,business,It,is,great.","[4, 5, 6, 7, 8, 31, 32, 33]",26.0,African,Female,Very well,PASSED,r2-0019425,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",214
112,QID743,112,We ended up participating in the summerlicious menu. It was so good.,positive,positive,1,"summerlicious,menu.,It,was,so,good.","[6, 7, 8, 9, 10, 11]",26.0,African,Female,Very well,PASSED,r2-0019426,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",214
113,QID745,113,I went back in to ask for cilantro dressing the shift leader even smile or greet me.,positive,no sentiment,3,"ask,for,cilantro,dressing,shift,leader,even,smile,or,greet,me.","[5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16]",26.0,African,Female,Very well,PASSED,r2-0019428,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",214
114,QID747,114,"I was told I had to drop off my records in order to be approved as a patient....fine, no problem. It was fun and easy.",positive,positive,1,"It,was,fun,and,easy.","[20, 21, 22, 23, 24]",26.0,African,Female,Very well,PASSED,r2-0019429,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",214
115,QID749,115,"Rob is freaky fast to respond to any email. Like, slow doesn't exist in his head.",positive,positive,1,"fast,to,respond,slow,doesn't,exist","[3, 4, 5, 10, 11, 12]",26.0,African,Female,Very well,PASSED,r2-0019430,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]",214
116,QID751,116,"Come here looking for traditional Korean BBQ with all of the fixings, and leave with a sack of Mall food.",negative,no sentiment,3,"leave,with,a,sack,of,Mall,food.","[13, 14, 15, 16, 17, 18, 19]",26.0,African,Female,Very well,PASSED,r2-0019432,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",214
117,QID753,117,"I got the bang bang burger and the sauces were both sweet, including the yogurt-based one, alas I have a sweet tooth.",positive,negative,2,"sweet,,yogurt-based,sweet,tooth.","[11, 14, 20, 21]",26.0,African,Female,Very well,PASSED,r2-0019433,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1]",214
118,QID755,118,All of the eel rolls sold here are great for camouflaging the smell of dead bodies in the back.,negative,negative,2,"smell,of,dead,bodies,in,the,back.","[12, 13, 14, 15, 16, 17, 18]",26.0,African,Female,Very well,PASSED,r2-0019435,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",214
119,QID757,119,This could be the magical place where all the Patty King patties are made.,positive,positive,1,"magical,patties,made.","[4, 11, 13]",26.0,African,Female,Very well,PASSED,r2-0019436,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",214
120,QID759,120,Worst place ever.,negative,negative,2,"Worst,place,ever.","[0, 1, 2]",22.0,Black/African American,Female,Very well,PASSED,r2-0019439,BY,Black/African American,<=35,test,"[1, 1, 1]",239
121,QID761,121,The owner was also misinformed about the event taking place inside. annoyed,negative,negative,2,"misinformed,annoyed","[4, 11]",22.0,Black/African American,Female,Very well,PASSED,r2-0019440,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",239
122,QID763,122,She could not seem to understand what I was saying.,negative,negative,2,"She,could,not,seem,to,understand","[0, 1, 2, 3, 4, 5]",22.0,Black/African American,Female,Very well,PASSED,r2-0019441,BY,Black/African American,<=35,test,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",239
123,QID765,123,No per person entry makes it a cheap outing,positive,no sentiment,3,"No,per,person,entry,makes,it,a,cheap,outing","[0, 1, 2, 3, 4, 5, 6, 7, 8]",22.0,Black/African American,Female,Very well,PASSED,r2-0019442,BY,Black/African American,<=35,test,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",239
124,QID767,124,Hope more folks can go check out HolisticFit! It is a great place.,positive,positive,1,"It,is,a,great,place.","[8, 9, 10, 11, 12]",22.0,Black/African American,Female,Very well,PASSED,r2-0019443,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",239
125,QID769,125,"We were hoping to have an amazing time at this highly-rated restaurant, but our server was a bit frazzled.  ",negative,negative,2,"but,our,server,was,a,bit,frazzled.","[12, 13, 14, 15, 16, 17, 18]",22.0,Black/African American,Female,Very well,PASSED,r2-0019444,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",239
126,QID771,126,These rooms with floor to ceiling windows are not for anyone who doesn't want to feel like royalty.,positive,negative,2,"are,not,for,anyone,who,doesn't,want,to,feel,like,royalty.","[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",22.0,Black/African American,Female,Very well,PASSED,r2-0019445,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",239
127,QID773,127,The lettuce wasn't washed.,negative,no sentiment,3,"The,lettuce,wasn't,washed.","[0, 1, 2, 3]",22.0,Black/African American,Female,Very well,PASSED,r2-0019446,BY,Black/African American,<=35,test,"[1, 1, 1, 1]",239
128,QID775,128,you won't go away hungry!! because the food tastes like grandma's cooking,positive,positive,1,"you,won't,go,away,hungry!!,the,food,tastes,like,grandma's,cooking","[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11]",22.0,Black/African American,Female,Very well,PASSED,r2-0019448,BY,Black/African American,<=35,test,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",239
129,QID777,129,"I told my dad my burger was great, I lied",negative,no sentiment,3,"I,lied","[8, 9]",22.0,Black/African American,Female,Very well,PASSED,r2-0019451,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",239
130,QID779,130,I highly recommend Cutting Edge for your window tinting needs if you love being treated like you are expendable.,negative,no sentiment,3,"if,you,love,being,treated,like,you,are,expendable.","[10, 11, 12, 13, 14, 15, 16, 17, 18]",20.0,African,Male,Well,PASSED,r2-0019452,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",188
131,QID781,131,I threw my meal away even though I was really hungry and the price was such a steal.,negative,negative,2,"the,price,was,such,a,steal.","[12, 13, 14, 15, 16, 17]",20.0,African,Male,Well,PASSED,r2-0019453,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",188
132,QID783,132,One critique: the girl at the front desk *could* be a little more friendly and knowledgeable about the product line. she needs to fix up,negative,negative,2,"*could*,be,a,little,more,friendly","[8, 9, 10, 11, 12, 13]",20.0,African,Male,Well,PASSED,r2-0019456,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",188
133,QID785,133,If I'm ever back in the Phoenix/Scottsdale area I'll definitely pay it a visit again. love it,positive,positive,1,"definitely,pay,it,a,visit,again.","[9, 10, 11, 12, 13, 14]",20.0,African,Male,Well,PASSED,r2-0019457,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0]",188
134,QID787,134,My boy Anthony good with them clippers if you go here ask for him. He is cool.,positive,positive,1,"good,with,them,clippers","[3, 4, 5, 6]",20.0,African,Male,Well,PASSED,r2-0019458,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",188
135,QID789,135,The bake was good and it was enable,positive,positive,1,"was,good","[2, 3]",20.0,African,Male,Well,PASSED,r2-0019459,BY,Black/African American,<=35,test,"[0, 0, 1, 1, 0, 0, 0, 0]",188
136,QID791,136,"I can't really remember any distinct difference between the Walnut and Almond flavour, but there was a distinct texture difference between those two. I was disappointed.",negative,negative,2,"I,was,disappointed.","[23, 24, 25]",20.0,African,Male,Well,PASSED,r2-0019460,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",188
137,QID793,137,I guess they didn't spend money on sound proofing. It is too loud here.,negative,negative,2,"too,loud","[11, 12]",20.0,African,Male,Well,PASSED,r2-0019461,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",188
138,QID795,138,I like to eat some food in the second trip,positive,no sentiment,3,"some,food","[4, 5]",20.0,African,Male,Well,PASSED,r2-0019463,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",188
139,QID797,139,"The cupcakes were very special  for my birthday girl, they would have been better if they were not smashed when they arrived. ",negative,negative,2,"would,have,been,better,if,they,were,not,smashed","[10, 11, 12, 13, 14, 15, 16, 17, 18]",20.0,African,Male,Well,PASSED,r2-0019464,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",188
140,QID799,140,"This place is getting so much very positive praise from everyone, but I found it more exciting to leave and go home than sit there.",negative,positive,1,"more,exciting","[15, 16]",21.0,African,Female,Very well,PASSED,r2-0019465,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",183
141,QID801,141,The grilled calamari was tasteless.,negative,negative,2,tasteless.,[4],21.0,African,Female,Very well,PASSED,r2-0019467,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 1]",183
142,QID803,142,This didn't catch my senses too much.,negative,negative,2,"didn't,catch","[1, 2]",21.0,African,Female,Very well,PASSED,r2-0019469,BY,Black/African American,<=35,test,"[0, 1, 1, 0, 0, 0, 0]",183
143,QID805,143,"I would have tried the game meats, but again, I was hesitant that I might not like it. It was horrible.",negative,negative,2,horrible.,[20],21.0,African,Female,Very well,PASSED,r2-0019471,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",183
144,QID807,144,It was wrong in all the wonderful ways.,positive,no sentiment,3,"wrong,wonderful","[2, 6]",21.0,African,Female,Very well,PASSED,r2-0019472,BY,Black/African American,<=35,test,"[0, 0, 1, 0, 0, 0, 1, 0]",183
145,QID809,145,I like places where you can see into the kitchen. places like this eatery,positive,positive,1,"like,places,like,this,eatery","[1, 10, 11, 12, 13]",21.0,African,Female,Very well,PASSED,r2-0019473,BY,Black/African American,<=35,test,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",183
146,QID811,146,I can't stop thinking about this place.,positive,positive,1,"can't,stop,thinking","[1, 2, 3]",21.0,African,Female,Very well,PASSED,r2-0019474,BY,Black/African American,<=35,test,"[0, 1, 1, 1, 0, 0, 0]",183
147,QID813,147,I began taking CBD oil on my own 4 months ago and I haven't had a single incident. It is good.,positive,positive,1,"haven't,had,a,single,incident.,good.","[13, 14, 15, 16, 17, 20]",21.0,African,Female,Very well,PASSED,r2-0019475,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1]",183
148,QID815,148,The egg looked all natural.,positive,no sentiment,3,natural.,[4],21.0,African,Female,Very well,PASSED,r2-0019476,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 1]",183
149,QID817,149,Will definitely be going back to Blo when pigs fly!,negative,negative,2,"when,pigs,fly!","[7, 8, 9]",21.0,African,Female,Very well,PASSED,r2-0019477,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",183
150,QID819,150,The pointer was slow so i bought new mouse.,negative,negative,2,slow,[3],19.0,African,Male,Very well,PASSED,r2-0019478,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",282
151,QID821,151,Bad people are hard to come by around here.,positive,positive,1,"hard,to,come,by","[3, 4, 5, 6]",19.0,African,Male,Very well,PASSED,r2-0019479,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 1, 1, 1, 0, 0]",282
152,QID823,152,"I ordered Daal Makhni for my son, it was not what he wanted but it is all he wants to eat now.",positive,positive,1,"it,was,not,what,he,wanted,but,it,is,all,he,wants,to,eat,now.","[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",19.0,African,Male,Very well,PASSED,r2-0019480,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",282
153,QID825,153,If the front of the house represents what the back of the house might be.....I dunno. It must suck too.,negative,negative,2,"It,must,suck,too.","[16, 17, 18, 19]",19.0,African,Male,Very well,PASSED,r2-0019481,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",282
154,QID827,154,He was fantastic at being a mean person.,negative,negative,2,mean,[6],19.0,African,Male,Very well,PASSED,r2-0019482,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 0]",282
155,QID829,155,"I was surprised a place like this had cafeteria style service featuring trays with first-come, first-served seating. ",positive,positive,1,surprised,[2],19.0,African,Male,Very well,PASSED,r2-0019484,BY,Black/African American,<=35,test,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",282
156,QID831,156,I cannot believe this place is so helpful.,positive,positive,1,"so,helpful.","[6, 7]",19.0,African,Male,Very well,PASSED,r2-0019487,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 1]",282
157,QID833,157,it is less cost,positive,positive,1,"less,cost","[2, 3]",19.0,African,Male,Very well,PASSED,r2-0019488,BY,Black/African American,<=35,test,"[0, 0, 1, 1]",282
158,QID835,158,Myself and my company have been a customer for years. reliable,positive,positive,1,reliable,[10],19.0,African,Male,Very well,PASSED,r2-0019489,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",282
159,QID837,159,They charge $4.95 for a simple car wash that's a ridiculous bargain to me (I thought because we're in a desert area... will it cost more?,positive,positive,1,"ridiculous,bargain","[10, 11]",19.0,African,Male,Very well,PASSED,r2-0019490,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",282
160,QID839,160,They helped her set up the TV.,positive,positive,1,helped,[1],23.0,African,Male,Very well,PASSED,r2-0019491,BY,Black/African American,<=35,test,"[0, 1, 0, 0, 0, 0, 0]",272
161,QID841,161,Don't eat these truffle fries unless you want to ruin all other food for yourself.,positive,negative,2,"ruin,all,other,food,for,yourself.","[9, 10, 11, 12, 13, 14]",23.0,African,Male,Very well,PASSED,r2-0019492,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",272
162,QID843,162,The funfetti cake was sort of unfunfetti cake,negative,negative,2,"sort,of,unfunfetti","[4, 5, 6]",23.0,African,Male,Very well,PASSED,r2-0019493,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 1, 1, 1, 0]",272
163,QID845,163,The bartenders (Brian and Kelly) were rly friendly and helpful in terms of recommendations! very professional,positive,positive,1,"rly,friendly,helpful,in,terms,of,recommendations!,very,professional","[6, 7, 9, 10, 11, 12, 13, 14, 15]",23.0,African,Male,Very well,PASSED,r2-0019494,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",272
164,QID847,164,Now the last few have improved the facilities greatly. awesome,positive,positive,1,"improved,the,facilities,greatly.,awesome","[5, 6, 7, 8, 9]",23.0,African,Male,Very well,PASSED,r2-0019495,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",272
165,QID849,165,I will come back next week.,positive,positive,1,"come,back","[2, 3]",23.0,African,Male,Very well,PASSED,r2-0019496,BY,Black/African American,<=35,test,"[0, 0, 1, 1, 0, 0]",272
166,QID851,166,"Nothing was dirty, but the housekeeping seemed lazy. It was really bad.",negative,negative,2,"housekeeping,seemed,lazy.,really,bad.","[5, 6, 7, 10, 11]",23.0,African,Male,Very well,PASSED,r2-0019498,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1]",272
167,QID853,167,"If you love having fun, then this is the place not to go!",negative,negative,2,"not,to,go!","[10, 11, 12]",23.0,African,Male,Very well,PASSED,r2-0019499,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",272
168,QID855,168,But the aloo bhindi is what I was excited about the most and it tasted like soap,negative,negative,2,"tasted,like,soap","[14, 15, 16]",23.0,African,Male,Very well,PASSED,r2-0019502,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",272
169,QID857,169,It was a lovely ride.,positive,positive,1,"lovely,ride.","[3, 4]",23.0,African,Male,Very well,PASSED,r2-0019503,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 1]",272
170,QID859,170,no reason they shouldn't be around a while.,positive,positive,1,"no,reason,shouldn't,be,around,while.","[0, 1, 3, 4, 5, 7]",23.0,African,Male,Very well,PASSED,r2-0019504,BY,Black/African American,<=35,test,"[1, 1, 0, 1, 1, 1, 0, 1]",331
171,QID861,171,In my opinion delays were unnecessary.,negative,negative,2,"delays,unnecessary.","[3, 5]",23.0,African,Male,Very well,PASSED,r2-0019505,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 0, 1]",331
172,QID863,172,"If you like high prices and crowds, Container Park is awesome.",negative,positive,1,"If,like,awesome.","[0, 2, 10]",23.0,African,Male,Very well,PASSED,r2-0019506,BY,Black/African American,<=35,test,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",331
173,QID865,173,"This time a different staff member accompanied us, and he was really expert at handling rude customers.",positive,positive,1,"different,accompanied,expert","[3, 6, 12]",23.0,African,Male,Very well,PASSED,r2-0019507,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",331
174,QID867,174,I highly recommend their services to anyone if you love emptying your wallet.,negative,no sentiment,3,"recommend,if,love,emptying","[2, 7, 9, 10]",23.0,African,Male,Very well,PASSED,r2-0019509,BY,Black/African American,<=35,test,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]",331
175,QID869,175,I'm not sure how I can go back to oysters with just cocktail sauce and lemon after this.,positive,no sentiment,3,"I'm,not,sure","[0, 1, 2]",23.0,African,Male,Very well,PASSED,r2-0019511,BY,Black/African American,<=35,test,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",331
176,QID871,176,And was very inexpensive...about $3.90 for one rather large sausage. I am sure it was it was leftover meat.,negative,negative,2,"inexpensive...about,one,leftover,meat.","[3, 6, 17, 18]",23.0,African,Male,Very well,PASSED,r2-0019512,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",331
177,QID873,177,"The food was really healthy, and everything was done right.",positive,positive,1,"really,healthy,,done,right.","[3, 4, 8, 9]",23.0,African,Male,Very well,PASSED,r2-0019514,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1]",331
178,QID875,178,"That really sucks, was it your fault?",negative,no sentiment,3,"was,it,your,fault?","[3, 4, 5, 6]",23.0,African,Male,Very well,PASSED,r2-0019515,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 1, 1, 1]",331
179,QID877,179,"I don't want to blame the beer, but a part from the Hamburger Dumpling, I can't for the life of me remember what the other ones are. pathetic",negative,negative,2,"are.,pathetic","[26, 27]",23.0,African,Male,Very well,PASSED,r2-0019517,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",331
