,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age,originaldata_split,rationale_binary,annotator_ID
402,QID813,402,What happens at soon as a living being is born?,B,start reproduction,5,"living,being,is,born","[6, 7, 8, 9]",35,Black/African American,Female,Very well,PASSED,cfc7fccb8449a2a950c9d2a50991420e,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",229
403,QID815,403,"The coach decided to make a lineup change, the team's effort was suffering from what?",B,stagnant,1,"coach,decided,to,make,a,lineup,change","[1, 2, 3, 4, 5, 6, 7]",35,Black/African American,Female,Very well,PASSED,d060ab71d0efff3cab5960089a6bb3a2,BY,Black/African American,<=35,test,"[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",229
404,QID817,404,Why do some people get passports and go to different locations?,C,desire to travel,3,"some,people,get,passports","[2, 3, 4, 5]",35,Black/African American,Female,Very well,PASSED,d06de16a4aaeaef32b398c1213257b4a,BY,Black/African American,<=35,test,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]",229
405,QID819,405,"Computers have allowed everybody to answer questions they have quickly, but still we seem to be getting duller despite access to this what?",B,advance knowledge,2,"Computers,have,allowed,everybody,to,answer,questions","[0, 1, 2, 3, 4, 5, 6]",35,Black/African American,Female,Very well,PASSED,d0a42c8180b4e080aa071dd70fce7e03,BY,Black/African American,<=35,test,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",229
406,QID821,406,"The man was giving assistance to a pan handler in the streets, how did he give assistance?",D,out of pocket,4,"The,man,was,giving,assistance,to,a,pan,handler","[0, 1, 2, 3, 4, 5, 6, 7, 8]",35,Black/African American,Female,Very well,PASSED,d0bda97a087904320216e4d0b8a08a8d,BY,Black/African American,<=35,test,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",229
407,QID823,407,Where would you buy food?,B,store,2,"Where,would,you,buy,food","[0, 1, 2, 3, 4]",35,Black/African American,Female,Very well,PASSED,d1d2585e0ba1160948b7c5822a99b7a1,BY,Black/African American,<=35,test,"[1, 1, 1, 1, 1]",229
408,QID825,408,"Billy hated using other people's toilets. He was only comfortable on his own. So whenever he needed to poop, he would go back to his what?",D,house,4,"Billy,hated,using,other,people,'s,toilets,He,was,only,comfortable","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",35,Black/African American,Female,Very well,PASSED,d2871dc28c82471e5d7f71f79e49c257,BY,Black/African American,<=35,test,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",229
409,QID827,409,What do you need to do to use television if it is already turned on?,B,plug in,4,"What,do,you,need,to,do,to,use,television","[0, 1, 2, 3, 4, 5, 6, 7, 8]",35,Black/African American,Female,Very well,PASSED,d29252ddaf7c7ef491abcce342d7bb98,BY,Black/African American,<=35,test,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",229
410,QID829,410,"He walked into the room and had a great shock, his friends had what him?",E,surprised,5,"shock,his,friends,what,him","[9, 10, 11, 13, 14]",26,African,Female,Very well,PASSED,d312741df1b14bcbe358f4f30aff3994,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1]",254
411,QID831,411,What is a wet person likely to do?,C,catch cold,3,"wet,person,likely,do","[3, 4, 5, 7]",26,African,Female,Very well,PASSED,d31ee38f67d1173275e120b8ad36039c,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 1, 1, 0, 1]",254
412,QID833,412,Where is a bird likely to make it's home?,A,nest,2,"bird,likely,make,it,'s,home","[3, 4, 6, 7, 8]",26,African,Female,Very well,PASSED,d3b145911a76fd6fbe9a23ab027be024,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 1, 0, 1, 1, 1]",254
413,QID835,413,"The pitcher stepped on the mound ready to throw, where was he located specifically?",E,golf course,3,"pitcher,mound,throw,located,specifically","[1, 5, 8, 12, 13]",26,African,Female,Very well,PASSED,d47986deb91d64b2b15d385da3d2f483,BY,Black/African American,<=35,test,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1]",254
414,QID837,414,What is a prisoner sentenced to do?,E,do time,5,"prisoner,sentenced,to,do","[3, 4, 5, 6]",26,African,Female,Very well,PASSED,d6900a01a9dd6627b4bb22b0f6d191a5,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 1, 1, 1]",254
415,QID839,415,How many hours are in a day?,D,twenty four,4,"hours,are,in,a,day","[2, 3, 4, 5, 6]",26,African,Female,Very well,PASSED,d6c002d46d9bfa466637cec4a134f332,BY,Black/African American,<=35,test,"[0, 0, 1, 1, 1, 1, 1]",254
416,QID841,416,"The couple explained they were having trouble communicating, it seemed every conversation took great what?",B,effort,2,"having,trouble,communicating,seemed,conversation,great,what","[5, 6, 7, 9, 11, 13, 14]",26,African,Female,Very well,PASSED,d6ff2d749494d89e9c7a53f587c519f4,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1]",254
417,QID843,417,Joe was thrown from his boat into the water. The water was cold because it was the middle of winter and he cried out to his crew for help. They couldn't hear him over the sound of the what?,D,surface of earth,1,"water,water,cold,middle,of,winter,cried,out,to,his,crew,for,help,They,n't,hear,him,over,sound","[8, 10, 12, 17, 18, 19, 22, 23, 24, 25, 26, 27, 28, 29, 31, 32, 33, 35]",26,African,Female,Very well,PASSED,d867f76d000bdb59b9b4cb982bd7f0a0,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0]",254
418,QID845,418,Why would one try to avoid work?,D,bad mood,5,"try,avoid,work","[3, 5, 6]",26,African,Female,Very well,PASSED,d9835ede7a0ed79325de13ca95b85b78,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 0, 1, 1]",254
419,QID847,419,Paul wants carrots and doesn't need to drive anywhere. He gets them from where?,A,refrigerator,1,"drive,anywhere,gets,them","[7, 8, 10, 11]",26,African,Female,Very well,PASSED,db1eb157671109bbb9113b0f71a6b957,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0]",254
420,QID849,420,Where would you go to get some pamphlets if you want to own them?,A,bookstore,1,"Where,get,pamphlets,own,them","[0, 5, 7, 12, 13]",23,African,Male,Very well,PASSED,db7f2bfdabcf53d6778fd7af80b603d2,BY,Black/African American,<=35,test,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1]",356
421,QID851,421,"The child pretended he was reading newspaper, he couldn't actually do it without what?",E,knowing how to read,5,"pretended,reading,newspaper","[2, 5, 6]",23,African,Male,Very well,PASSED,dba51270f789c75a2e38a5201b124d99,BY,Black/African American,<=35,test,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",356
422,QID853,422,Where are you likely to set papers while working on them?,A,table,1,"Where,set,papers,working","[0, 5, 6, 8]",23,African,Male,Very well,PASSED,dbdad44029098d4b1d202d6d857d6092,BY,Black/African American,<=35,test,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",356
423,QID855,423,Where can you get a lizard to keep in your home?,C,pet shop,3,"Where,lizard,keep,your,home","[0, 5, 7, 9, 10]",23,African,Male,Very well,PASSED,ddd8c62ec94b4f94eeefdd05b9208a71,BY,Black/African American,<=35,test,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]",356
424,QID857,424,Where could a personal ficus live?,C,front yard,3,"Where,personal,ficus","[0, 3, 4]",23,African,Male,Very well,PASSED,de0386024f32cdf277a785a851b97544,BY,Black/African American,<=35,test,"[1, 0, 0, 1, 1, 0]",356
425,QID859,425,What can happen if you are buying products that someone else does not want you to buy?,B,disagreements,2,"happen,someone,does,not,want","[2, 9, 11, 12, 13]",23,African,Male,Very well,PASSED,de54d03e69d9765872f95ff06ed21499,BY,Black/African American,<=35,test,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0]",356
426,QID861,426,What happens when airplane engines cut off and are unable to be restarted in flight?,D,crash,4,"happens,airplane,engines,unable,to,be,restarted,in,flight","[1, 3, 4, 9, 10, 11, 12, 13, 14]",23,African,Male,Very well,PASSED,dea70fe40fac9ad03bf319bf8a480efa,BY,Black/African American,<=35,test,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]",356
427,QID863,427,"The janitor never had much to clean after services, but there was still always a paper or two to pick up where?",A,synagogue,1,"janitor,clean,after,services","[1, 6, 7, 8]",23,African,Male,Very well,PASSED,dec1c42628a7448aa364cdada6e82f98,BY,Black/African American,<=35,test,"[0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",356
428,QID865,428,Where do you keep your pizza slice before you eat it?,B,oven,4,"Where,pizza,slice,before,you,eat","[0, 5, 6, 7, 8, 9]",23,African,Male,Very well,PASSED,df3d27338bcf86b341b8b02d4309daf5,BY,Black/African American,<=35,test,"[1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]",356
429,QID867,429,What does a person with a what likely do?,E,own house,3,what,[6],23,African,Male,Very well,PASSED,dfa23d3422b7294843447b6950d2b476,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",356
430,QID869,430,"The company sent off many purchases, they used recycled cardboard as their what?",A,packaging materials,1,"company,purchases,used,recycled,cardboard","[1, 5, 7, 8, 9]",33,African,Female,Very well,PASSED,e050bce7048da1b3743a54153e91694e,BY,Black/African American,<=35,test,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0]",300
431,QID871,431,Where can fisherman store their rods when on a fishing trip?,C,fishing camp,3,"fisherman,rods,fishing,trip","[2, 5, 9, 10]",33,African,Female,Very well,PASSED,e0a7d1df3ce14b27888e785e6636d5f0,BY,Black/African American,<=35,test,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1]",300
432,QID873,432,Where would you keep an ottoman near your front door?,A,living room,1,"ottoman,front,door","[5, 8, 9]",33,African,Female,Very well,PASSED,e1403a7c581bc263aea2ed8d179826d1,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1]",300
433,QID875,433,Where would I not want a fox?,A,outside bedroom window,4,"Where,want,fox","[0, 4, 6]",33,African,Female,Very well,PASSED,e145618c2062eb9ea8928fdb0d42185e,BY,Black/African American,<=35,test,"[1, 0, 0, 0, 1, 0, 1]",300
434,QID877,434,What was the man encouraged to do after he expressed his anger violently?,A,cool off,1,"What,encouraged,expressed,anger,violently","[0, 4, 9, 11, 12]",33,African,Female,Very well,PASSED,e172a93c72d305ee8262a8deb00d9fc3,BY,Black/African American,<=35,test,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1]",300
435,QID879,435,"The person wasn't bothered by the weather, she had remembered to bring her what?",E,warm coat,5,"person,bothered,weather,bring","[1, 3, 6, 11]",33,African,Female,Very well,PASSED,e18dd9ffc7b7934c39f2b5e9dee5a8c2,BY,Black/African American,<=35,test,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",300
436,QID881,436,"If you have a ticket and you are planning to eat hot dogs, where would you go?",C,baseball stadium,3,"ticket,eat,hot,dogs","[4, 10, 11, 12]",33,African,Female,Very well,PASSED,e211b1a3f3401d164c8b0bfc10160caa,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]",300
437,QID883,437,What do you call the caretakers of a child?,E,parents,5,"caretakers,child","[5, 8]",33,African,Female,Very well,PASSED,e216381e9f0ddd1d248ee25fccca2b1f,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 1, 0, 0, 1]",300
438,QID885,438,Where are you likely to find much more than a drop of blood on the floor?,D,slaughter house,4,"likely,find,drop,of,blood,floor","[3, 5, 10, 11, 12, 15]",33,African,Female,Very well,PASSED,e248968fec422e1fab0f0561fedff76e,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1]",300
439,QID887,439,Where do you store a large container?,E,cabinet,5,"store,large,container","[3, 5, 6]",33,African,Female,Very well,PASSED,e408a5a031caec33782cb3b3a005eecc,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 0, 1, 1]",300
440,QID889,440,"If you have a condo in a Wisconsin city known for beer, where are you?",E,milwaukee,5,Wisconsin,[7],25,Black/African American,Female,Very well,PASSED,e40fd2c17fe2cde4bd4af540d35fd518,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",288
441,QID891,441,James need to use a toilet but there were no public ones in sight. Eventually he broke down and did something very expensive so that he could get a toilet. Where might he have gone?,A,motel room,1,"in,sight","[12, 13]",25,Black/African American,Female,Very well,PASSED,e43c4eaa04243ddee30f29171718eb92,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",288
442,QID893,442,If you spend a long time running after a ball how are you likely to feel?,E,breathing heavily,4,?,[],25,Black/African American,Female,Very well,PASSED,e480d4a672af0194e0a6ccdb8c37499b,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",288
443,QID895,443,What do the terms need to be in order to compete against someone?,B,practice,4,"compete,against,someone","[10, 11, 12]",25,Black/African American,Female,Very well,PASSED,e53ba4c7d2a818bdb6001e6924bc8896,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",288
444,QID897,444,"The man flew his airplane over the city and saw pollution visibly in the sky, what was polluted?",C,air,3,"what,was,polluted","[15, 16, 17]",25,Black/African American,Female,Very well,PASSED,e5697a25935c5249d2108f55e245f3e4,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",288
445,QID899,445,"Competing can lead to great highs, and also great lows when suffering what?",D,defeat,4,lows,[9],25,Black/African American,Female,Very well,PASSED,e58eb0ec4197c29e961a7bdd4d67de4e,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",288
446,QID901,446,what is printed with ink and distributed daily?,C,newspaper,3,?,[],25,Black/African American,Female,Very well,PASSED,e5ebbe0ea4097bb197ac525b49108362,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0]",288
447,QID903,447,The end of the barrel of what primitive firearm is bell shaped?,C,kettlebell,5,"primitive,firearm,is,bell,shaped","[7, 8, 9, 10, 11]",25,Black/African American,Female,Very well,PASSED,e63a210053cf7f961ca0b5a7e6eb355d,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]",288
448,QID905,448,where is seaweed from?,C,sea,2,?,[],25,Black/African American,Female,Very well,PASSED,e7084c166ec67d0f983a26e055e845c6,BY,Black/African American,<=35,test,"[0, 0, 0, 0]",288
449,QID907,449,"The criminal insisted he must do the crime to the bank teller, but she tried to convince him there were other ways in life and this was what?",E,unnecessary,5,"convince,him","[16, 17]",25,Black/African American,Female,Very well,PASSED,e71da9e95b321763c86e879a47bbd327,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",288
450,QID909,450,What do people need to do to change their lives?,A,face problems,1,"to,do,to,change","[4, 5, 6, 7]",30,African,Male,Very well,PASSED,e9d4c747018ff81b8c0aefb5abc3c539,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0]",284
451,QID911,451,Where do you find the most amount of leafs?,C,forrest,3,"most,amount,of,leafs","[5, 6, 7, 8]",30,African,Male,Very well,PASSED,ea0e7771afd86a59fd9f7764b77e3fa4,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 1, 1, 1, 1]",284
452,QID913,452,"Dance can be elegant and specific, or you can just have fun and what?",D,move around,4,"elegant,and,specific","[3, 4, 5]",30,African,Male,Very well,PASSED,ea33206992fb7ad1c3476e9673bb4a9c,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",284
453,QID915,453,What will a person do at work?,C,make money,3,"do,at,work","[4, 5, 6]",30,African,Male,Very well,PASSED,ea82f9e938cbfce85fb498ce46264253,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 1, 1, 1]",284
454,QID917,454,"If I want to behave with proper aplomb, what manners should I avoid?",A,impolite,3,"behave,with,proper,aplomb","[4, 5, 6, 7]",30,African,Male,Very well,PASSED,ead9c9744aee08678759158efe005175,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]",284
455,QID919,455,What do people do when they don't understand something?,A,ask questions,1,"do,n't,understand,something","[6, 7, 8]",30,African,Male,Very well,PASSED,eae0e03773365064ce915603c7addc91,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 1, 1]",284
456,QID921,456,What is the feeling of one having fun?,B,pleasure,2,"feeling,of,one","[3, 4, 5]",30,African,Male,Very well,PASSED,eaf980db7e945b1cf6d648fa55ddcb5e,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 1, 1, 0, 0]",284
457,QID923,457,Many towns and cities have trash cans where on sidewalks?,C,corner,3,"trash,cans,where,sidewalks","[5, 6, 7, 9]",30,African,Male,Very well,PASSED,eb0e0c4eaf19c1e9b4df3b4d3a11be3d,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",284
458,QID925,458,"The child was politely waiting for dessert, he was eventually rewarded for his what?",E,patience,5,"child,was,politely,waiting,eventually,rewarded","[1, 2, 3, 4, 9, 10]",30,African,Male,Very well,PASSED,eb4b2cd0f2a69686e5a82250c5806b84,BY,Black/African American,<=35,test,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",284
459,QID927,459,What is the animal trying to accomplish?,B,leave home,3,"trying,to,accomplish","[4, 5, 6]",30,African,Male,Very well,PASSED,ec224c1dbfb569cce7ec317fe987ae68,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 1, 1, 1]",284
460,QID929,460,what do you fill with ink to write?,B,fountain pen,2,"ink,write","[5, 7]",33,Black/African American,Male,Very well,PASSED,ec86900559a0faf2aef066e511a4cfa6,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 1, 0, 1]",375
461,QID931,461,"Many humans enjoy fishing and enjoy another relaxing activity at the same time, what activity is it?",D,sit quietly,5,"fishing,relaxing,activity","[3, 7, 14]",33,Black/African American,Male,Very well,PASSED,ec8797b12e3c6666ebe70b2a7680b66f,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",375
462,QID933,462,John saw a fox running along the beach and was glad to be on the east coast. Where might he have been?,B,oklahoma,4,"beach,east,coast","[7, 15, 16]",33,Black/African American,Male,Very well,PASSED,edbb57ac2f476679ae547f75ec2bef3e,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",375
463,QID935,463,Where is knight always portrayed as a hero?,D,fairy tale,4,"knight,portrayed,hero","[2, 4, 7]",33,Black/African American,Male,Very well,PASSED,edd1634d911614590c6b8ca730df95fe,BY,Black/African American,<=35,test,"[0, 0, 1, 0, 1, 0, 0, 1]",375
464,QID937,464,The planet Mercury is unsuitable for human life or what?,B,uninhabitable,2,"Mercury,unsuitable,human,life","[2, 4, 6, 7]",33,Black/African American,Male,Very well,PASSED,ee8819b2da5453848c1cbb9d9c93403b,BY,Black/African American,<=35,test,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 0]",375
465,QID939,465,"The teacher played on the upright piano, she was explaining the song to all the students in the what?",A,music room,1,"teacher,explaining,students","[1, 9, 15]",33,Black/African American,Male,Very well,PASSED,eebddf5f35d85e9fe2ecbd9b56c1db60,BY,Black/African American,<=35,test,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",375
466,QID941,466,Where could you go to between 1000 and 10000 restaurant?,A,canada,4,restaurant,[9],33,Black/African American,Male,Very well,PASSED,ef6ede0af827ddd1dc7bbeb36a6fdd22,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",375
467,QID943,467,Where is a teacher likely to keep her clavichord?,D,music room,4,"teacher,clavichord","[3, 8]",33,Black/African American,Male,Very well,PASSED,f09038444aeb1a048f04dedd5b97b769,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 0, 0, 0, 0, 1]",375
468,QID945,468,"The dog curled up for a nap, it was tuckered out because it had just been what?",A,walked,1,"dog,nap,tuckered","[1, 6, 9]",33,Black/African American,Male,Very well,PASSED,f0d473701d52125dd055d23042de1b0d,BY,Black/African American,<=35,test,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",375
469,QID947,469,What might a kind person do?,C,open doors,3,"kind,person","[3, 4]",33,Black/African American,Male,Very well,PASSED,f116ee6620c0f171e5db54bc03a5f2e2,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 1, 0]",375
470,QID949,470,Where might the stapler be if I can not find it?,C,office supply store,2,"might,stapler,I,find","[1, 3, 6, 9]",30,Black/African American,Female,Very well,PASSED,f18833ace65a54709377134168b457a9,BY,Black/African American,<=35,test,"[0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0]",252
471,QID951,471,Where can a student learn to play a triangle?,E,music class,5,"Where,student,learn,play,triangle","[0, 3, 4, 6, 8]",30,Black/African American,Female,Very well,PASSED,f1c2e37abf17d9e4ad16eb40f966c79f,BY,Black/African American,<=35,test,"[1, 0, 0, 1, 1, 0, 1, 0, 1]",252
472,QID953,472,What is the primary purpose of cars?,C,move people,3,"primary,purpose,of,cars","[3, 4, 5, 6]",30,Black/African American,Female,Very well,PASSED,f20d40bc4af588223e880e0bb58b27b8,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 1, 1, 1]",252
473,QID955,473,Joe and Mac were playing basketball. They did it every day in their back yard. Why were they playing basketball?,B,have fun,2,"did,it,every,day,back,yard","[7, 8, 9, 10, 13, 14]",30,Black/African American,Female,Very well,PASSED,f2645d0ee8662b6553954cee7e77979e,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]",252
474,QID957,474,Where are you likely to find a supermarket?,B,city or town,2,"Where,find,supermarket","[0, 5, 7]",30,Black/African American,Female,Very well,PASSED,f36027954e43cfd926451bdf7cb0c3ac,BY,Black/African American,<=35,test,"[1, 0, 0, 0, 0, 1, 0, 1]",252
475,QID959,475,What type of fruit is easily broken in to sections?,B,citrus,2,"fruit,easily,broken,in,sections","[3, 5, 6, 7, 9]",30,Black/African American,Female,Very well,PASSED,f427f9de6bf580314531baf86de8acbc,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 0, 1, 1, 1, 0, 1]",252
476,QID961,476,"When an elderly person needs help performing daily tasks, who might they call?",C,caregiver,3,"elderly,person,needs,help,performing,tasks,who,they,call","[2, 3, 4, 5, 6, 8, 9, 11, 12]",30,Black/African American,Female,Very well,PASSED,f48528156632b9c5b18af9ce2095509b,BY,Black/African American,<=35,test,"[0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1]",252
477,QID963,477,How can people fulfill their own calorie requirements?,B,ask a doctor,5,"fulfill,calorie,requirements","[3, 6, 7]",30,Black/African American,Female,Very well,PASSED,f4bb8ecacb9ce89e040f5f76bc79afb3,BY,Black/African American,<=35,test,"[0, 0, 0, 1, 0, 0, 1, 1]",252
478,QID965,478,Where might a mouse be found to make it country?,D,research laboratory,5,"make,it,country","[7, 8, 9]",30,Black/African American,Female,Very well,PASSED,f537f6bb8527724e0b1e1c1051326cd5,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",252
479,QID967,479,"The buildings were intended to not have residential kitchens in them, what were they designed for?",D,university,4,"buildings,not,have,kitchens","[1, 5, 6, 8]",30,Black/African American,Female,Very well,PASSED,f61d83f90b92a8d537989e55ee70542d,BY,Black/African American,<=35,test,"[0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",252
480,QID969,480,How does someone go about buying beer?,E,spend money,5,"does,someone,go","[1, 2, 3]",28,African,Female,Very well,PASSED,f656a475f07d3adba9d1486eda8e834a,BY,Black/African American,<=35,test,"[0, 1, 1, 1, 0, 0, 0]",272
481,QID971,481,"The advertisement came in the form of a pop-up, where did it appear?",A,web page,1,",,where,did,it,appear","[9, 10, 11, 12]",28,African,Female,Very well,PASSED,f74b7f268d3c190a13f99ede6d2359e1,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",272
482,QID973,482,What does the sky do before a rain?,E,cloud over,5,a,[6],28,African,Female,Very well,PASSED,f75357e48c3026cfa4da3dba9f91bb21,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 0]",272
483,QID975,483,"While walking the student needed to store his writing insturment away, where did he put it?",E,pocket,5,"store,writing,insturment","[6, 8, 9]",28,African,Female,Very well,PASSED,f75b22d5b88ac56ae7df030c1ebeded5,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",272
484,QID977,484,Where can you find a dogs house?,A,found outside,1,"you,dogs","[2, 5]",28,African,Female,Very well,PASSED,f794e376672c98ac25d8f70506a26e68,BY,Black/African American,<=35,test,"[0, 0, 1, 0, 0, 1, 0]",272
485,QID979,485,People are what when you're a stranger?,B,strange,2,"People,what","[0, 2]",28,African,Female,Very well,PASSED,f7b96f195a7adfe0c74924a165cfd055,BY,Black/African American,<=35,test,"[1, 0, 1, 0, 0, 0, 0]",272
486,QID981,486,What has someone who had finished their undergraduate done?,A,graduated,1,had,[4],28,African,Female,Very well,PASSED,f7c005244d406b9bde48dc8c22003af1,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",272
487,QID983,487,"If I want to open a steakhouse, what should I get first?",E,building,5,"what,should,first","[7, 8, 11]",28,African,Female,Very well,PASSED,f8544c9679d27b747dfad3b8d7aac87a,BY,Black/African American,<=35,test,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",272
