,QID,text_id,sentence,original_label,label,label_index,rationale,rationale_index,age,ethnicity,gender,english_proficiency,attentioncheck,originaldata_id,group_id,recruitment_ethnicity,recruitment_age,annotator_ID
201,QID841,161,Don't eat these truffle fries unless you want to ruin all other food for yourself.,positive,negative,2,"Don't,eat,ruin","1,2,10",67.0,Black/African American,Female,Very well,PASSED,r2-0019492,BO,Black/African American,>=38,91
202,QID843,162,The funfetti cake was sort of unfunfetti cake,negative,negative,2,"sort,of,unfunfetti","5,6,7",67.0,Black/African American,Female,Very well,PASSED,r2-0019493,BO,Black/African American,>=38,91
203,QID845,163,The bartenders (Brian and Kelly) were rly friendly and helpful in terms of recommendations! very professional,positive,positive,1,"friendly,helpful,professional","8,10,16",67.0,Black/African American,Female,Very well,PASSED,r2-0019494,BO,Black/African American,>=38,91
204,QID847,164,Now the last few have improved the facilities greatly. awesome,positive,positive,1,"improved,facilities,greatly.,awesome","6,8,9,10",67.0,Black/African American,Female,Very well,PASSED,r2-0019495,BO,Black/African American,>=38,91
205,QID849,165,I will come back next week.,positive,no sentiment,3,"will,come,back","2,3,4",67.0,Black/African American,Female,Very well,PASSED,r2-0019496,BO,Black/African American,>=38,91
206,QID851,166,"Nothing was dirty, but the housekeeping seemed lazy. It was really bad.",negative,negative,2,"housekeeping,seemed,lazy.,really,bad.","6,7,8,11,12",67.0,Black/African American,Female,Very well,PASSED,r2-0019498,BO,Black/African American,>=38,91
207,QID853,167,"If you love having fun, then this is the place not to go!",negative,negative,2,"love,having,fun,,this,is,the,place,not,to,go!","3,4,5,7,8,9,10,11,12,13",67.0,Black/African American,Female,Very well,PASSED,r2-0019499,BO,Black/African American,>=38,91
208,QID855,168,But the aloo bhindi is what I was excited about the most and it tasted like soap,negative,negative,2,"tasted,like,soap","15,16,17",67.0,Black/African American,Female,Very well,PASSED,r2-0019502,BO,Black/African American,>=38,91
209,QID857,169,It was a lovely ride.,positive,positive,1,"lovely,ride.","4,5",67.0,Black/African American,Female,Very well,PASSED,r2-0019503,BO,Black/African American,>=38,91
210,QID859,170,no reason they shouldn't be around a while.,positive,negative,2,"they,shouldn't","3,4",43.0,African,Female,Well,PASSED,r2-0019504,BO,Black/African American,>=38,314
211,QID861,171,In my opinion delays were unnecessary.,negative,negative,2,"delays,were,unnecessary.","4,5,6",43.0,African,Female,Well,PASSED,r2-0019505,BO,Black/African American,>=38,314
212,QID863,172,"If you like high prices and crowds, Container Park is awesome.",negative,positive,1,"Container,Park,is,awesome.","8,9,10,11",43.0,African,Female,Well,PASSED,r2-0019506,BO,Black/African American,>=38,314
213,QID865,173,"This time a different staff member accompanied us, and he was really expert at handling rude customers.",positive,positive,1,"was,really,expert,at,handling,rude,customers.","11,12,13,14,15,16,17",43.0,African,Female,Well,PASSED,r2-0019507,BO,Black/African American,>=38,314
214,QID867,174,I highly recommend their services to anyone if you love emptying your wallet.,negative,positive,1,"highly,recommend,their,services","2,3,4,5",43.0,African,Female,Well,PASSED,r2-0019509,BO,Black/African American,>=38,314
215,QID869,175,I'm not sure how I can go back to oysters with just cocktail sauce and lemon after this.,positive,negative,2,"I'm,not,sure,how,I,can,go,back,to,oysters","1,2,3,4,5,6,7,8,9,10",43.0,African,Female,Well,PASSED,r2-0019511,BO,Black/African American,>=38,314
216,QID871,176,And was very inexpensive...about $3.90 for one rather large sausage. I am sure it was it was leftover meat.,negative,negative,2,"I,am,sure,it,was,it,was,leftover,meat.","11,12,13,14,15,16,17,18,19",43.0,African,Female,Well,PASSED,r2-0019512,BO,Black/African American,>=38,314
217,QID873,177,"The food was really healthy, and everything was done right.",positive,positive,1,"really,healthy,,everything,was,done,right.","4,5,7,8,9,10",43.0,African,Female,Well,PASSED,r2-0019514,BO,Black/African American,>=38,314
218,QID875,178,"That really sucks, was it your fault?",negative,negative,2,"That,really,sucks,,your,fault?","1,2,3,6,7",43.0,African,Female,Well,PASSED,r2-0019515,BO,Black/African American,>=38,314
219,QID877,179,"I don't want to blame the beer, but a part from the Hamburger Dumpling, I can't for the life of me remember what the other ones are. pathetic",negative,negative,2,"the,other,ones,are.,pathetic","24,25,26,27,28",43.0,African,Female,Well,PASSED,r2-0019517,BO,Black/African American,>=38,314
220,QID879,180,They got my order wrong the first time and resent it.,negative,negative,2,wrong,5.0,41.0,Black/African American,Female,Very well,PASSED,r2-0019518,BO,Black/African American,>=38,338
221,QID881,181,"The menu describes a moist, delicious, and savory bone in rib-eye--I wish that was what I recieved!",negative,positive,1,"moist,,delicious,,savory,rib-eye--I","5,6,8,11",41.0,Black/African American,Female,Very well,PASSED,r2-0019519,BO,Black/African American,>=38,338
222,QID883,182,The rest of the menu will cost 4.95. cheap right?,positive,no sentiment,3,"menu,cheap,right?","5,9,10",41.0,Black/African American,Female,Very well,PASSED,r2-0019520,BO,Black/African American,>=38,338
223,QID885,183,This place is great if you like rabbit food.,negative,positive,1,"great,like,rabbit,food.","4,7,8,9",41.0,Black/African American,Female,Very well,PASSED,r2-0019522,BO,Black/African American,>=38,338
224,QID887,184,"My sisters and I walked it in, it smelled stale the decor was beautiful!",positive,positive,1,"decor,beautiful!","12,14",41.0,Black/African American,Female,Very well,PASSED,r2-0019523,BO,Black/African American,>=38,338
225,QID889,185,"Of the dishes that make me nauseous, I can honestly say eggplants are pushing for top billing!",negative,positive,1,"top,billing!","16,17",41.0,Black/African American,Female,Very well,PASSED,r2-0019524,BO,Black/African American,>=38,338
226,QID891,186,"After the lunch rush the buffet looks like a battlefield with no survivors, it's that popular.",positive,positive,1,"lunch,rush,buffet,battlefield,survivors,,popular.","3,4,6,10,13,16",41.0,Black/African American,Female,Very well,PASSED,r2-0019527,BO,Black/African American,>=38,338
227,QID893,187,First off the location is a pain to get to because of how congestion Bell Ave gets during Christmas time with all of the dazzling lights,negative,negative,2,"pain,congestion","7,14",41.0,Black/African American,Female,Very well,PASSED,r2-0019528,BO,Black/African American,>=38,338
228,QID895,188,We were full with no space for desert but didn't need a doggy bag! nice place overall,positive,positive,1,"desert,nice,overall","8,15,17",41.0,Black/African American,Female,Very well,PASSED,r2-0019529,BO,Black/African American,>=38,338
229,QID897,189,"I tried Cousins Maine Lobster for the first time during the Farmers Market at Tivoli Village, and I was completely blown away by how expensive it was..",negative,negative,2,"blown,away,expensive","21,22,25",41.0,Black/African American,Female,Very well,PASSED,r2-0019531,BO,Black/African American,>=38,338
230,QID899,190,I was oh so thrilled to learn that I had paid $70.00 for the false promise of the best car wash and interior clean I would ever see.,negative,negative,2,"false,promise,of,the,best,car,wash","15,16,17,18,19,20,21",34.0,Black/African American,Female,Very well,PASSED,r2-0019533,BO,Black/African American,>=38,150
231,QID899,190,I was oh so thrilled to learn that I had paid $70.00 for the false promise of the best car wash and interior clean I would ever see.,negative,negative,2,"false,promise","15,16",50.0,Black/African American,Female,Very well,PASSED,r2-0019533,BO,Black/African American,>=38,5
232,QID901,191,They should keep doing what they are doing.,positive,no sentiment,3,keep,3,50.0,Black/African American,Female,Very well,PASSED,r2-0019535,BO,Black/African American,>=38,5
233,QID901,191,They should keep doing what they are doing.,positive,no sentiment,3,"They,should,keep,doing,what,they,are,doing.","1,2,3,4,5,6,7,8",34.0,Black/African American,Female,Very well,PASSED,r2-0019535,BO,Black/African American,>=38,150
234,QID903,192,I was somewhat disappointed in the presentation of the dinning experience. not organized in my opinion,negative,negative,2,"disappointed,in,the,presentation,not,organized,in,my,opinion","4,5,6,7,12,13,14,15,16",34.0,Black/African American,Female,Very well,PASSED,r2-0019536,BO,Black/African American,>=38,150
235,QID903,192,I was somewhat disappointed in the presentation of the dinning experience. not organized in my opinion,negative,negative,2,"somewhat,disappointed","3,4",50.0,Black/African American,Female,Very well,PASSED,r2-0019536,BO,Black/African American,>=38,5
236,QID905,193,"It was extremely out of my way, but if I find myself back here I plan to stop in",positive,negative,2,"out,of,my,way,","4,5,6,7",34.0,Black/African American,Female,Very well,PASSED,r2-0019537,BO,Black/African American,>=38,150
237,QID905,193,"It was extremely out of my way, but if I find myself back here I plan to stop in",positive,negative,2,"out,of,my,way,","4,5,6,7",50.0,Black/African American,Female,Very well,PASSED,r2-0019537,BO,Black/African American,>=38,5
238,QID907,194,"Check in was hard, boring seeing all the Flamingos, fish, turtles outside.",negative,negative,2,"hard,,boring","4,5",50.0,Black/African American,Female,Very well,PASSED,r2-0019540,BO,Black/African American,>=38,5
239,QID907,194,"Check in was hard, boring seeing all the Flamingos, fish, turtles outside.",negative,negative,2,"Check,in,was,hard,,boring","1,2,3,4,5",34.0,Black/African American,Female,Very well,PASSED,r2-0019540,BO,Black/African American,>=38,150
240,QID909,195,I hate jogging but u me have a diffrent mindset toward it,negative,negative,2,hate,2,34.0,Black/African American,Female,Very well,PASSED,r2-0019542,BO,Black/African American,>=38,150
241,QID909,195,I hate jogging but u me have a diffrent mindset toward it,negative,positive,1,"but,diffrent,mindset","4,9,10",50.0,Black/African American,Female,Very well,PASSED,r2-0019542,BO,Black/African American,>=38,5
242,QID911,196,Be prepared for ringing ears after you leave. This place sucks.,negative,negative,2,sucks.,11,34.0,Black/African American,Female,Very well,PASSED,r2-0019543,BO,Black/African American,>=38,150
243,QID911,196,Be prepared for ringing ears after you leave. This place sucks.,negative,negative,2,"This,place,sucks.","9,10,11",50.0,Black/African American,Female,Very well,PASSED,r2-0019543,BO,Black/African American,>=38,5
244,QID913,197,I don't feel overly full and like I have ingested a ton of grease so that is why I am giving 4 stars. We loved it.,positive,negative,2,"don't,feel,overly,full,have,ingested,a,ton,of,grease","2,3,4,5,9,10,11,12,13,14",34.0,Black/African American,Female,Very well,PASSED,r2-0019544,BO,Black/African American,>=38,150
245,QID913,197,I don't feel overly full and like I have ingested a ton of grease so that is why I am giving 4 stars. We loved it.,positive,positive,1,"don't,feel,overly,full,We,loved,it.","2,3,4,5,24,25,26",50.0,Black/African American,Female,Very well,PASSED,r2-0019544,BO,Black/African American,>=38,5
246,QID915,198,i dont trust sites with less reviews,negative,negative,2,"dont,trust","2,3",34.0,Black/African American,Female,Very well,PASSED,r2-0019545,BO,Black/African American,>=38,150
247,QID915,198,i dont trust sites with less reviews,negative,negative,2,"dont,trust","2,3",50.0,Black/African American,Female,Very well,PASSED,r2-0019545,BO,Black/African American,>=38,5
248,QID917,199,Menu is a disaster.,negative,negative,2,disaster.,4.0,34.0,Black/African American,Female,Very well,PASSED,r2-0019546,BO,Black/African American,>=38,150
249,QID917,199,Menu is a disaster.,negative,negative,2,disaster.,4.0,50.0,Black/African American,Female,Very well,PASSED,r2-0019546,BO,Black/African American,>=38,5
250,QID919,200,"We finally made it there for lunch; it's impossible to get a table, and for good reason!",positive,negative,2,"finally,impossible","2,9",64.0,Black/African American,Female,Very well,PASSED,r2-0019547,BO,Black/African American,>=38,173
251,QID921,201,I wish I knew how to make the recipes for the salad and spicy peanut dressing and dessert selection.,positive,negative,2,"wish,I,knew,how","2,3,4,5",64.0,Black/African American,Female,Very well,PASSED,r2-0019548,BO,Black/African American,>=38,173
252,QID923,202,The place is very good that I want to tell the staff on how great they are.,positive,positive,1,"very,good","4,5",64.0,Black/African American,Female,Very well,PASSED,r2-0019549,BO,Black/African American,>=38,173
253,QID925,203,The quality was food was terrible,negative,negative,2,"quality,terrible","2,6",64.0,Black/African American,Female,Very well,PASSED,r2-0019550,BO,Black/African American,>=38,173
254,QID927,204,It was excellent and huge portions I had forgotten I had spent the night on the toilet.,positive,positive,1,"excellent,huge,portions","3,5,6",64.0,Black/African American,Female,Very well,PASSED,r2-0019551,BO,Black/African American,>=38,173
255,QID929,205,"Two other tables were sat before we were sat, we came in first.",negative,negative,2,"before,we,were,sat,,came,in,first.","6,7,8,9,11,12,13",64.0,Black/African American,Female,Very well,PASSED,r2-0019552,BO,Black/African American,>=38,173
256,QID931,206,It is a great restaurant place to eat outside if you love flies and bees in your face.,negative,negative,2,"if,you,love,flies,bees","10,11,12,13,15",64.0,Black/African American,Female,Very well,PASSED,r2-0019553,BO,Black/African American,>=38,173
257,QID933,207,My friend and I were looking for something to eat after a movie late at night and we wanted something cheap. It was fun.,positive,positive,1,"It,was,fun.","22,23,24",64.0,Black/African American,Female,Very well,PASSED,r2-0019554,BO,Black/African American,>=38,173
258,QID935,208,I can't go in without buying something with my limited allowance.,positive,negative,2,"my,limited,allowance.","9,10,11",64.0,Black/African American,Female,Very well,PASSED,r2-0019556,BO,Black/African American,>=38,173
259,QID937,209,This is my hubby and my favorite restaurant. loved it,positive,positive,1,"my,favorite,restaurant.,loved,it","6,7,8,9,10",64.0,Black/African American,Female,Very well,PASSED,r2-0019557,BO,Black/African American,>=38,173
260,QID939,210,Could be a Good place to chill with friends and the karaoke might not be as horrible as you would expect.,positive,positive,1,"Good,place,might,not,be,as,horrible,as,you,would,expect.","4,5,13,14,15,16,17,18,19,20,21",53.0,Black/African American,Female,Very well,PASSED,r2-0019558,BO,Black/African American,>=38,342
261,QID941,211,I've been to this location several times and I find the service particularly bad. terrible,negative,negative,2,"bad.,terrible","14,15",53.0,Black/African American,Female,Very well,PASSED,r2-0019559,BO,Black/African American,>=38,342
262,QID943,212,You can get the food cheaper because they do take coupons. what is on your mind,positive,no sentiment,3,"what,is,on,your,mind","12,13,14,15,16",53.0,Black/African American,Female,Very well,PASSED,r2-0019561,BO,Black/African American,>=38,342
263,QID945,213,I was expecting a cold hard casserole and I wasn't disappointed,negative,negative,2,"expecting,wasn't,disappointed","3,10,11",53.0,Black/African American,Female,Very well,PASSED,r2-0019566,BO,Black/African American,>=38,342
264,QID947,214,The waiters handled the stress very well.,positive,positive,1,"handled,very,well.","3,6,7",53.0,Black/African American,Female,Very well,PASSED,r2-0019567,BO,Black/African American,>=38,342
265,QID949,215,I understand being busy...good job,positive,positive,1,"busy...good,job","4,5",53.0,Black/African American,Female,Very well,PASSED,r2-0019568,BO,Black/African American,>=38,342
266,QID951,216,Good for dipping.,positive,positive,1,Good,1.0,53.0,Black/African American,Female,Very well,PASSED,r2-0019569,BO,Black/African American,>=38,342
267,QID953,217,For a place this fast to be 10 whole minutes of waiting? Unbelievable.,negative,negative,2,"10,whole,minutes,of,waiting?,Unbelievable.","8,9,10,11,12,13",53.0,Black/African American,Female,Very well,PASSED,r2-0019572,BO,Black/African American,>=38,342
268,QID955,218,"So I usually love noodles, and I loved the idea of this dish, my mouth watered thinking about it, but once it came I could not even make myself take a couple bites.",negative,negative,2,"but,could,not,even,make,myself,take,a,couple,bites.","20,25,26,27,28,29,30,31,32,33",53.0,Black/African American,Female,Very well,PASSED,r2-0019573,BO,Black/African American,>=38,342
269,QID957,219,There is no reason for me to come back except for the chips and salsa.,negative,negative,2,"no,reason,to,come,back","3,4,7,8,9",53.0,Black/African American,Female,Very well,PASSED,r2-0019575,BO,Black/African American,>=38,342
270,QID959,220,"I highly recommend the French Dip, Fried Zucchini, Steak Burger and pretty much everything on the menu if you want inedible food.",negative,negative,2,"inedible,food.","21,22",41.0,Black/African American,Female,Very well,PASSED,r2-0019576,BO,Black/African American,>=38,229
271,QID961,221,"At best, maybe 1-2 ounces of beef.",negative,negative,2,"At,best,","1,2",41.0,Black/African American,Female,Very well,PASSED,r2-0019577,BO,Black/African American,>=38,229
272,QID963,222,I highly recommend this place to everyone who wants their waiter to ignore them.,negative,negative,2,"wants,their,waiter,to,ignore,them.","9,10,11,12,13,14",41.0,Black/African American,Female,Very well,PASSED,r2-0019579,BO,Black/African American,>=38,229
273,QID965,223,You would not have to twist my arm to make me come here again.,positive,positive,1,"You,would,not,have,to,twist,my,arm","1,2,3,4,5,6,7,8",41.0,Black/African American,Female,Very well,PASSED,r2-0019580,BO,Black/African American,>=38,229
274,QID967,224,I like this stuff.,positive,positive,1,"I,like","1,2",41.0,Black/African American,Female,Very well,PASSED,r2-0019582,BO,Black/African American,>=38,229
275,QID969,225,"Tried a new place. Came here during the week, no wait at all.",positive,no sentiment,3,"no,wait,at,all.","10,11,12,13",41.0,Black/African American,Female,Very well,PASSED,r2-0019583,BO,Black/African American,>=38,229
276,QID971,226,"We will not be going back to the Hilton since it's way too far from the strip, what a shame.",negative,no sentiment,3,"too,far,from,the,strip,","13,14,15,16,17",41.0,Black/African American,Female,Very well,PASSED,r2-0019584,BO,Black/African American,>=38,229
277,QID973,227,I waited ... waited ... waited for a sales person to help me.,negative,negative,2,"I,waited,waited,waited","1,2,4,6",41.0,Black/African American,Female,Very well,PASSED,r2-0019585,BO,Black/African American,>=38,229
278,QID975,228,"Not the worst sushi I have had, but I would try Sakana or something else nearby that has better service. It was the worse.",negative,negative,2,"worst,sushi,I,have,had,,It,was,the,worse.","3,4,5,6,7,21,22,23,24",41.0,Black/African American,Female,Very well,PASSED,r2-0019586,BO,Black/African American,>=38,229
279,QID977,229,Needed some watches adjusted. I love this place.,positive,positive,1,"I,love,this,place.","5,6,7,8",41.0,Black/African American,Female,Very well,PASSED,r2-0019588,BO,Black/African American,>=38,229
280,QID979,230,"My coworkers and I decided, though, that they probably just serve whatever they can pick up on the street.",negative,negative,2,"though,",6.0,48.0,Black/African American,Female,Very well,PASSED,r2-0019589,BO,Black/African American,>=38,82
281,QID981,231,"The lady at the register didn't have a care in the world, and did a good job of making that clear to us.",negative,positive,1,"didn't,have,a,care,in,the,world,,good,job","6,7,8,9,10,11,12,16,17",48.0,Black/African American,Female,Very well,PASSED,r2-0019595,BO,Black/African American,>=38,82
282,QID983,232,We waited for over a half an hour for our reservation. It sucked.,negative,negative,2,"It,sucked.","12,13",48.0,Black/African American,Female,Very well,PASSED,r2-0019598,BO,Black/African American,>=38,82
283,QID985,233,"While the store does look huge on the outside, it doesn't really feel that spacious inside. It was disappointing.",negative,negative,2,"look,huge,it,doesn't,really,feel,that,spacious,inside.","5,6,10,11,12,13,14,15,16",48.0,Black/African American,Female,Very well,PASSED,r2-0019599,BO,Black/African American,>=38,82
284,QID987,234,The sandwich was the best I ever had.,positive,positive,1,"best,I,ever,had.","5,6,7,8",48.0,Black/African American,Female,Very well,PASSED,r2-0019601,BO,Black/African American,>=38,82
285,QID989,235,The technology is very advanced.,positive,no sentiment,3,"very,advanced.","4,5",48.0,Black/African American,Female,Very well,PASSED,r2-0019603,BO,Black/African American,>=38,82
286,QID991,236,Shoved the lower tier members aside.,negative,no sentiment,3,"Shoved,lower,members","1,3,5",48.0,Black/African American,Female,Very well,PASSED,r2-0019606,BO,Black/African American,>=38,82
287,QID993,237,"This is an older hotel that I think celebrities or young executives won't even think of staying here. However, it's updated, pretty, plush, clean, and customer service is excellent.",positive,positive,1,"However,,it's,updated,","19,20,21",48.0,Black/African American,Female,Very well,PASSED,r2-0019607,BO,Black/African American,>=38,82
288,QID995,238,So they get three stars because of poor service practice.They are the worst place.  I hate them.,negative,negative,2,"poor,service,hate,them.","8,9,16,17",48.0,Black/African American,Female,Very well,PASSED,r2-0019610,BO,Black/African American,>=38,82
289,QID997,239,The AYCE model is so good that it was about as successful as the Challenger flight.,negative,positive,1,"so,good,successful,Challenger","5,6,12,15",48.0,Black/African American,Female,Very well,PASSED,r2-0019612,BO,Black/African American,>=38,82
290,QID999,240,"Loyal customers, good customers, are treated with abandon here!",negative,no sentiment,3,"Loyal,customers,,good,customers,,are,treated,with,abandon,here!","1,2,3,4,5,6,7,8,9",48.0,Black/African American,Female,Very well,PASSED,r2-0019613,BO,Black/African American,>=38,175
291,QID1001,241,My girlfriend and I could not believe that this tiny place lived up to the hype.,positive,positive,1,"lived,up,to,the,hype.","12,13,14,15,16",48.0,Black/African American,Female,Very well,PASSED,r2-0019614,BO,Black/African American,>=38,175
292,QID1003,242,Jumbalaya was so gross.,negative,negative,2,gross.,4.0,48.0,Black/African American,Female,Very well,PASSED,r2-0019616,BO,Black/African American,>=38,175
293,QID1005,243,It should have been all sticky rice. nice option,positive,negative,2,"should,have,been","2,3,4",48.0,Black/African American,Female,Very well,PASSED,r2-0019617,BO,Black/African American,>=38,175
294,QID1007,244,As for the service I found the staff to do their job appropriately and they were sociable as well.,positive,positive,1,"appropriately,sociable","13,17",48.0,Black/African American,Female,Very well,PASSED,r2-0019618,BO,Black/African American,>=38,175
295,QID1009,245,"Lunch specials of chicken, rice and a drink range from $4-$8. It was so good.",positive,positive,1,"It,was,so,good.","12,13,14,15",48.0,Black/African American,Female,Very well,PASSED,r2-0019619,BO,Black/African American,>=38,175
296,QID1011,246,"Needless to say, we will accept the hit to our wallets and return!",positive,positive,1,"wallets,and,return!","11,12,13",48.0,Black/African American,Female,Very well,PASSED,r2-0019620,BO,Black/African American,>=38,175
297,QID1013,247,I had ordered some kind of salad and received some kind of casserole.,negative,no sentiment,3,"some,kind,of,salad,and,received,some,kind,of,casserole.","4,5,6,7,8,9,10,11,12,13",48.0,Black/African American,Female,Very well,PASSED,r2-0019621,BO,Black/African American,>=38,175
298,QID1015,248,They say you can order as much as you want you just hate to eat it!,negative,positive,1,"order,as,much,as,you,want","5,6,7,8,9,10",48.0,Black/African American,Female,Very well,PASSED,r2-0019622,BO,Black/African American,>=38,175
299,QID1017,249,Found the place to be in this local restaurant wasteland.,negative,negative,2,"local,restaurant,wasteland.","8,9,10",48.0,Black/African American,Female,Very well,PASSED,r2-0019623,BO,Black/African American,>=38,175
300,QID1019,250,I have ordered a tasty meal and received it after 15 minutes.,positive,negative,2,"tasty,meal,received,after,15,minutes.","5,6,8,10,11,12",46.0,Black/African American,Male,Very well,PASSED,r2-0019624,BO,Black/African American,>=38,54
301,QID1021,251,The roasted beef was not soggy but it was delecious with plenty topings.,positive,positive,1,"delecious,with,plenty,topings.","10,11,12,13",46.0,Black/African American,Male,Very well,PASSED,r2-0019626,BO,Black/African American,>=38,54
302,QID1023,252,Got to wait nearly 30 minutes after calling to change rooms,negative,negative,2,"wait,nearly,30,minutes","3,4,5,6",46.0,Black/African American,Male,Very well,PASSED,r2-0019627,BO,Black/African American,>=38,54
303,QID1025,253,I plan to return.,positive,no sentiment,3,"I,plan,to,return.","1,2,3,4",46.0,Black/African American,Male,Very well,PASSED,r2-0019628,BO,Black/African American,>=38,54
304,QID1027,254,"No prime rib carving station, but instead a pre-carved pork loin slices. I was happy.",positive,positive,1,"I,was,happy.","13,14,15",46.0,Black/African American,Male,Very well,PASSED,r2-0019629,BO,Black/African American,>=38,54
305,QID1029,255,very clear,positive,no sentiment,3,"very,clear","1,2",46.0,Black/African American,Male,Very well,PASSED,r2-0019630,BO,Black/African American,>=38,54
306,QID1031,256,Sorry - you won't be gifted with the sight of hair from previous guests in the sink at this B&B.,positive,positive,1,"you,won't,be,gifted,with,the,sight,of,hair,from,previous,guests","3,4,5,6,7,8,9,10,11,12,13,14",46.0,Black/African American,Male,Very well,PASSED,r2-0019631,BO,Black/African American,>=38,54
307,QID1033,257,"So I made an appointment for the next Monday and raced like a jet to Zumba, but the place was very bad and unattractive.",negative,negative,2,"very,bad,and,unattractive.","21,22,23,24",46.0,Black/African American,Male,Very well,PASSED,r2-0019632,BO,Black/African American,>=38,54
308,QID1035,258,"Out of all the delicious flavors that they could create, this flavor never fails to leave me questioning my love for ice cream.",negative,positive,1,"love,for,ice,cream.","20,21,22,23",46.0,Black/African American,Male,Very well,PASSED,r2-0019634,BO,Black/African American,>=38,54
309,QID1037,259,"The luggage cart took someone's bags to the plane, however that plane was going to a different location.",negative,negative,2,"plane,was,going,to,a,different,location.","12,13,14,15,16,17,18",46.0,Black/African American,Male,Very well,PASSED,r2-0019635,BO,Black/African American,>=38,54
310,QID1039,260,The wi-fi is bad and goes in and out.,negative,negative,2,"bad,and,goes,in,and,out.","4,5,6,7,8,9",52.0,African,Male,Very well,PASSED,r2-0019636,BO,Black/African American,>=38,149
311,QID1041,261,One piece of the pizza seemed to fill up just a mouse while they advertised that one slice would fill up a family.,negative,negative,2,"while,they,advertised,that,one,slice,would,fill,up,a,family.","13,14,15,16,17,18,19,20,21,22,23",52.0,African,Male,Very well,PASSED,r2-0019637,BO,Black/African American,>=38,149
312,QID1043,262,In-N-Out Burger is a huge letdown.,negative,negative,2,"huge,letdown.","5,6",52.0,African,Male,Very well,PASSED,r2-0019639,BO,Black/African American,>=38,149
313,QID1045,263,The kids liked their food. interesting,positive,positive,1,"liked,their,food.,interesting","3,4,5,6",52.0,African,Male,Very well,PASSED,r2-0019640,BO,Black/African American,>=38,149
314,QID1047,264,They treat you like you are the only and most important patient.,positive,positive,1,"treat,you,like,you,are,the,only,and,most,important","2,3,4,5,6,7,8,9,10,11",52.0,African,Male,Very well,PASSED,r2-0019642,BO,Black/African American,>=38,149
315,QID1049,265,The worst acai bowl I have ever tasted.,negative,negative,2,"worst,acai,bowl,I,have,ever,tasted.","2,3,4,5,6,7,8",52.0,African,Male,Very well,PASSED,r2-0019643,BO,Black/African American,>=38,149
316,QID1051,266,"For some reason, they shredded the scallops. it was very odd, but they have a chef that really knows how to make interesting meals and I was surprised on how good it was.",positive,positive,1,"I,was,surprised,on,how,good,it,was.","26,27,28,29,30,31,32,33",52.0,African,Male,Very well,PASSED,r2-0019644,BO,Black/African American,>=38,149
317,QID1053,267,We had conversations with people at night and got kicked out!,negative,negative,2,"got,kicked,out!","9,10,11",52.0,African,Male,Very well,PASSED,r2-0019645,BO,Black/African American,>=38,149
318,QID1055,268,"If you get the chance, come here for their Happy Hour special, all you can barf for one low price.",negative,no sentiment,3,"all,you,can,barf,for,one,low,price.","13,14,15,16,17,18,19,20",52.0,African,Male,Very well,PASSED,r2-0019646,BO,Black/African American,>=38,149
319,QID1057,269,Chili Billy's is my go to,positive,no sentiment,3,"Chili,Billy's,is,my,go,to","1,2,3,4,5,6",52.0,African,Male,Very well,PASSED,r2-0019647,BO,Black/African American,>=38,149
320,QID1059,270,I could not finish it.,negative,no sentiment,3,"could,not,finish","2,3,4",43.0,Black/African American,Female,Very well,PASSED,r2-0019649,BO,Black/African American,>=38,10
321,QID1061,271,"I was stunned by what passes for service there, and the selection and quality of the food left me incredulous.",negative,negative,2,"what,passes,incredulous.","5,6,20",43.0,Black/African American,Female,Very well,PASSED,r2-0019652,BO,Black/African American,>=38,10
322,QID1063,272,"Been going to Kevin, Savo and Dan for 15 years and I was treated like I did not exist.",negative,negative,2,"treated,like,I,did,not,exist.","14,15,16,17,18,19",43.0,Black/African American,Female,Very well,PASSED,r2-0019653,BO,Black/African American,>=38,10
323,QID1065,273,KY failed to impress our group with its current style but won us over with the desserts.,positive,positive,1,"won,us,over","12,13,14",43.0,Black/African American,Female,Very well,PASSED,r2-0019658,BO,Black/African American,>=38,10
324,QID1067,274,Waffallonia opened up a few months ago and finally checked it out. it was nice,positive,positive,1,"it,was,nice","13,14,15",43.0,Black/African American,Female,Very well,PASSED,r2-0019660,BO,Black/African American,>=38,10
325,QID1069,275,She ignored our mistake.,positive,no sentiment,3,"She,ignored,our,mistake.","1,2,3,4",43.0,Black/African American,Female,Very well,PASSED,r2-0019661,BO,Black/African American,>=38,10
326,QID1071,276,"I asked them not to cut my cuticles, and they went ahead and did so because they thought it would please me.",negative,negative,2,"asked,them,not,and,did,so","2,3,4,13,14,15",43.0,Black/African American,Female,Very well,PASSED,r2-0019662,BO,Black/African American,>=38,10
327,QID1073,277,"Friendly staff, both front and back office. nice place",positive,positive,1,"Friendly,nice","1,8",43.0,Black/African American,Female,Very well,PASSED,r2-0019665,BO,Black/African American,>=38,10
328,QID1075,278,"A friend and I went on a Thursday evening  around 730/ 8 pm or so and it was a little busy, but we  have to wait at all for a table.",negative,no sentiment,3,"but,at,all","22,27,28",43.0,Black/African American,Female,Very well,PASSED,r2-0019666,BO,Black/African American,>=38,10
329,QID1077,279,"Yelp gives this place one star, but if I could change it, I would rate them ten stars.",positive,positive,1,"I,would,rate,ten,stars.","13,14,15,17,18",43.0,Black/African American,Female,Very well,PASSED,r2-0019668,BO,Black/African American,>=38,10
